Uniformly Sampled Time Series,Time Line,Forecasted Time Series,SSA Eigenvalues
59.7912600958697,Wed Jan 01 12:00:00 CET 1997,59.7912600958697,99.1080247725318,
52.559340835676416,Sat Feb 01 12:00:00 CET 1997,52.559340835676416,0.3959114947927508,
48.992936280155945,Sat Mar 01 12:00:00 CET 1997,48.992936280155945,0.25306474289114034,
45.63941738667292,Tue Apr 01 12:00:00 CEST 1997,45.63941738667292,0.11759324221700658,
46.716913543032184,Thu May 01 12:00:00 CEST 1997,46.716913543032184,0.056638408140958815,
48.1489087607497,Sun Jun 01 12:00:00 CEST 1997,48.1489087607497,0.02511124549586328,
47.873470175023826,Tue Jul 01 12:00:00 CEST 1997,47.873470175023826,0.016488036275790083,
52.09009139882567,Fri Aug 01 12:00:00 CEST 1997,52.09009139882567,0.01598743582552961,
53.31912755424846,Mon Sep 01 12:00:00 CEST 1997,53.31912755424846,0.01118062182912082,
51.648013693476734,Wed Oct 01 12:00:00 CEST 1997,51.648013693476734,6.729592811546614E-14,
54.99834080868709,Sat Nov 01 12:00:00 CET 1997,54.99834080868709,1.4499349498876261E-15,
65.21330127010194,Mon Dec 01 12:00:00 CET 1997,65.21330127010194,1.3954912156777476E-15,
71.52245489053291,Wed Dec 17 00:00:00 CET 1997,71.52245489053291,1.3589400953241364E-15,
77.83160851096387,Thu Jan 01 12:00:00 CET 1998,77.83160851096387,1.3219663406896787E-15,
67.19043824701232,Sun Feb 01 12:00:00 CET 1998,67.19043824701232,1.297008086720893E-15,
50.521834377137985,Sun Mar 01 12:00:00 CET 1998,50.521834377137985,1.265312923901345E-15,
46.49206604069947,Wed Apr 01 12:00:00 CEST 1998,46.49206604069947,1.2455495372883628E-15,
49.50080472933241,Fri May 01 12:00:00 CEST 1998,49.50080472933241,1.2300417664063765E-15,
55.787498866605695,Mon Jun 01 12:00:00 CEST 1998,55.787498866605695,1.199050382487675E-15,
57.06855499640547,Wed Jul 01 12:00:00 CEST 1998,57.06855499640547,1.1933397097782065E-15,
53.80913235885755,Sat Aug 01 12:00:00 CEST 1998,53.80913235885755,1.1561357151243742E-15,
54.38676477562956,Tue Sep 01 12:00:00 CEST 1998,54.38676477562956,1.138909289766812E-15,
53.76572765190618,Thu Oct 01 12:00:00 CEST 1998,53.76572765190618,1.1212663207843207E-15,
60.4228245890505,Sun Nov 01 12:00:00 CET 1998,60.4228245890505,1.1013911740943559E-15,
75.60533207203277,Tue Dec 01 12:00:00 CET 1998,75.60533207203277,1.0957585125109099E-15,
71.10651812612437,Thu Dec 17 00:00:00 CET 1998,71.10651812612437,1.050913684575859E-15,
66.60770418021598,Fri Jan 01 12:00:00 CET 1999,66.60770418021598,1.0423908273161086E-15,
52.851612068730915,Mon Feb 01 12:00:00 CET 1999,52.851612068730915,1.017965933100904E-15,
46.7022025073874,Mon Mar 01 12:00:00 CET 1999,46.7022025073874,1.016657597206235E-15,
44.182223897576044,Thu Apr 01 12:00:00 CEST 1999,44.182223897576044,1.003772841509898E-15,
48.924586469695384,Sat May 01 12:00:00 CEST 1999,48.924586469695384,9.93648444461852E-16,
51.682414822537055,Tue Jun 01 12:00:00 CEST 1999,51.682414822537055,9.856800596144806E-16,
55.06574343095881,Thu Jul 01 12:00:00 CEST 1999,55.06574343095881,9.751184397363824E-16,
53.150855342023796,Sun Aug 01 12:00:00 CEST 1999,53.150855342023796,9.544464078939538E-16,
54.33968415612816,Wed Sep 01 12:00:00 CEST 1999,54.33968415612816,9.375856324460868E-16,
56.22538143074115,Fri Oct 01 12:00:00 CEST 1999,56.22538143074115,9.224712492367589E-16,
55.36145001624982,Mon Nov 01 12:00:00 CET 1999,55.36145001624982,8.959285490273649E-16,
57.97207621137624,Tue Nov 16 12:00:00 CET 1999,57.97207621137624,8.765910640732998E-16,
60.58270240650266,Wed Dec 01 12:00:00 CET 1999,60.58270240650266,8.580474498506844E-16,
61.578652809982174,Sat Jan 01 12:00:00 CET 2000,61.578652809982174,8.369561047376053E-16,
54.5847141766581,Tue Feb 01 12:00:00 CET 2000,54.5847141766581,8.226388009796986E-16,
48.583462476792455,Wed Mar 01 12:00:00 CET 2000,48.583462476792455,8.156229208398911E-16,
45.94963152091915,Sat Apr 01 12:00:00 CEST 2000,45.94963152091915,7.985222430498611E-16,
48.384702366529375,Mon May 01 12:00:00 CEST 2000,48.384702366529375,7.916299025592946E-16,
49.53760022332163,Thu Jun 01 12:00:00 CEST 2000,49.53760022332163,7.713011711914211E-16,
52.21584905080797,Sat Jul 01 12:00:00 CEST 2000,52.21584905080797,7.516635100570238E-16,
52.93238534312232,Tue Aug 01 12:00:00 CEST 2000,52.93238534312232,7.350044991364482E-16,
55.91718715671187,Fri Sep 01 12:00:00 CEST 2000,55.91718715671187,7.228814095660391E-16,
53.57568111267189,Sun Oct 01 12:00:00 CEST 2000,53.57568111267189,7.081278388269637E-16,
55.59329460276007,Tue Oct 17 00:30:00 CEST 2000,55.59329460276007,7.003789606342441E-16,
57.61090809284825,Wed Nov 01 12:00:00 CET 2000,57.61090809284825,6.883647125084605E-16,
57.37502649427725,Fri Dec 01 12:00:00 CET 2000,57.37502649427725,6.800110075575804E-16,
59.09029739485251,Mon Jan 01 12:00:00 CET 2001,59.09029739485251,6.631546940073735E-16,
55.05082741339241,Thu Feb 01 12:00:00 CET 2001,55.05082741339241,6.324194380946519E-16,
48.40340751586824,Thu Mar 01 12:00:00 CET 2001,48.40340751586824,6.270912053985342E-16,
44.45239701818645,Sun Apr 01 12:00:00 CEST 2001,44.45239701818645,6.249988386989386E-16,
44.740066945606735,Tue May 01 12:00:00 CEST 2001,44.740066945606735,6.124938220328112E-16,
46.8246948065383,Fri Jun 01 12:00:00 CEST 2001,46.8246948065383,5.853178296670813E-16,
53.06679651353699,Sun Jul 01 12:00:00 CEST 2001,53.06679651353699,5.752853545769237E-16,
54.07952612347345,Wed Aug 01 12:00:00 CEST 2001,54.07952612347345,5.696085114692548E-16,
55.08379132428808,Sat Sep 01 12:00:00 CEST 2001,55.08379132428808,5.646339075388548E-16,
54.79122844239678,Mon Oct 01 12:00:00 CEST 2001,54.79122844239678,5.382231324173355E-16,
54.39726259891003,Wed Oct 17 00:30:00 CEST 2001,54.39726259891003,5.2693187942244685E-16,
54.00329675542328,Thu Nov 01 12:00:00 CET 2001,54.00329675542328,5.077976268860216E-16,
58.20077965064746,Sat Dec 01 12:00:00 CET 2001,58.20077965064746,4.917056405647942E-16,
65.57456322220386,Tue Jan 01 12:00:00 CET 2002,65.57456322220386,4.855005730566987E-16,
48.95798942402495,Fri Feb 01 12:00:00 CET 2002,48.95798942402495,4.717217486957112E-16,
47.98269370388495,Fri Mar 01 12:00:00 CET 2002,47.98269370388495,4.61726722483885E-16,
46.48733788781752,Mon Apr 01 12:00:00 CEST 2002,46.48733788781752,4.3852356962485737E-16,
47.35039561051245,Wed May 01 12:00:00 CEST 2002,47.35039561051245,4.322622138317776E-16,
46.35365001433484,Sat Jun 01 12:00:00 CEST 2002,46.35365001433484,4.245427746509058E-16,
49.39349085826848,Mon Jul 01 12:00:00 CEST 2002,49.39349085826848,4.1635888996172356E-16,
52.87397407433941,Thu Aug 01 12:00:00 CEST 2002,52.87397407433941,4.0218303694371216E-16,
54.4389889795763,Sun Sep 01 12:00:00 CEST 2002,54.4389889795763,3.915308759948795E-16,
55.083134134053196,Tue Oct 01 12:00:00 CEST 2002,55.083134134053196,3.769797590641096E-16,
54.28861837164728,Thu Oct 17 00:30:00 CEST 2002,54.28861837164728,3.670117757443677E-16,
53.49410260924137,Fri Nov 01 12:00:00 CET 2002,53.49410260924137,3.639790846354739E-16,
60.21224562523665,Sun Dec 01 12:00:00 CET 2002,60.21224562523665,3.4108500193814733E-16,
58.337770064799635,Wed Jan 01 12:00:00 CET 2003,58.337770064799635,3.1864986196977783E-16,
49.29895306412126,Sat Feb 01 12:00:00 CET 2003,49.29895306412126,2.94227939563457E-16,
50.86506765176337,Sat Mar 01 12:00:00 CET 2003,50.86506765176337,2.8426300205487923E-16,
44.510610543430104,Tue Apr 01 12:00:00 CEST 2003,44.510610543430104,2.796126931477107E-16,
46.59862446367917,Thu May 01 12:00:00 CEST 2003,46.59862446367917,2.7541276350277313E-16,
50.09127838595858,Sun Jun 01 12:00:00 CEST 2003,50.09127838595858,2.591594330282731E-16,
