Hatchery facility ID,Latitude (coordinates),Longitude (coordinates),Type of operation system,Number of FTE employees (season 2018-19) (n),Number of FTE employees (season 2019-20) (n),Number of FTE employees (season 2020-21) (n),Producer Association affiliation
CROMARIS NIN,44.243296,15.189796,Recirculated system,15.0,18.0,21.0,Croatian Chamber of Economy- Croatian Aquaculture Association (CCE-CAA) -  Croatia
