Hatchery facility ID,Latitude (coordinates),Longitude (coordinates),Type of operation system,Number of FTE employees (season 2018-19) (n),Number of FTE employees (season 2019-20) (n),Number of FTE employees (season 2020-21) (n),Producer Association affiliation
KEFALONIA FISHERIES S.A.,38.2433194,20.4571916,Recirculated system,25.0,22.0,30.0,Syndesmos Ellinikon Thalassokalliergeion Somateo (FGM) -  Greece
