"VE_COU","VE_REF","SI_LATI","SI_LONG","SI_DATE","SI_TIME","SI_SP","SI_HE","SI_DATIM"
"1479884","Atlantis","1004",54.3241370450603,7.07410840429273,"07/09/1801"," 2:02:00",8,139,1801-09-07 02:02:00
"1479885","Atlantis","1004",54.3574650440938,7.05944719422143,"07/09/1801"," 3:58:00",7,339,1801-09-07 03:58:00
"1479886","Atlantis","1004",54.4601323607746,6.82051229448803,"07/09/1801"," 5:52:00",8,67,1801-09-07 05:52:00
"1479887","Atlantis","1004",54.4677537649819,6.81464160673134,"07/09/1801"," 7:48:00",6,280,1801-09-07 07:48:00
"1479888","Atlantis","1004",54.4646518317168,6.42561809108965,"07/09/1801"," 9:42:00",4,50,1801-09-07 09:42:00
"1479889","Atlantis","1004",54.6323866622695,6.28308853371627,"07/09/1801","11:38:00",4,347,1801-09-07 11:38:00
"1479890","Atlantis","1004",54.7407147764154,6.20642765259836,"07/09/1801","13:34:00",7,271,1801-09-07 13:34:00
"1479891","Atlantis","1004",54.4458198879589,6.34269926614314,"07/09/1801","17:24:00",7,175,1801-09-07 17:24:00
"1484459","Atlantis","1004",54.3042274570023,6.28869009834714,"07/09/1801","19:18:00",7,171,1801-09-07 19:18:00
"1484460","Atlantis","1004",54.2665358810923,6.42294426100794,"07/09/1801","21:14:00",7,104,1801-09-07 21:14:00
"1484461","Atlantis","1004",54.3018953923653,6.37204595932365,"07/09/1801","23:10:00",7,340,1801-09-07 23:10:00
"1484462","Atlantis","1004",54.4089804479578,6.33021399284154,"08/09/1801"," 1:04:00",7,160,1801-09-08 01:04:00
"1484463","Atlantis","1004",54.2849679120462,6.36460551559832,"08/09/1801"," 3:00:00",7,143,1801-09-08 03:00:00
"1484464","Atlantis","1004",54.4193463754496,6.28005679230485,"08/09/1801"," 4:56:00",1,169,1801-09-08 04:56:00
"1484465","Atlantis","1004",54.469061608905,6.29027570619434,"08/09/1801"," 6:50:00",7,45,1801-09-08 06:50:00
"1484466","Atlantis","1004",54.4791815830991,6.41702589099016,"08/09/1801"," 8:46:00",7,269,1801-09-08 08:46:00
"1484467","Atlantis","1004",54.4944852960217,6.42948349237815,"08/09/1801","10:40:00",7,265,1801-09-08 10:40:00
"1484468","Atlantis","1004",54.4989037375459,6.40030610878114,"08/09/1801","12:36:00",7,256,1801-09-08 12:36:00
"1484469","Atlantis","1004",54.4632852229797,6.37143562685605,"08/09/1801","14:32:00",7,178,1801-09-08 14:32:00
"1484470","Atlantis","1004",54.5497082880992,6.34017423263658,"08/09/1801","16:26:00",1,196,1801-09-08 16:26:00
"1484471","Atlantis","1004",54.5108095879457,6.45603880997002,"08/09/1801","18:22:00",5,76,1801-09-08 18:22:00
"1484472","Atlantis","1004",54.5897526759044,6.32924884794839,"08/09/1801","22:12:00",7,158,1801-09-08 22:12:00
"1484473","Atlantis","1004",54.6439446739308,6.2994521883931,"09/09/1801","00: 6:00",7,340,1801-09-09 00:06:00
"1484474","Atlantis","1004",54.5671804151614,6.35279353771917,"09/09/1801"," 3:58:00",7,316,1801-09-09 03:58:00
"1484475","Atlantis","1004",54.5410447421949,6.37194776406698,"09/09/1801"," 5:52:00",7,321,1801-09-09 05:52:00
"1484476","Atlantis","1004",54.5561973582567,6.35854177137557,"09/09/1801"," 7:48:00",6,144,1801-09-09 07:48:00
"1484477","Atlantis","1004",54.5479606093392,6.35978876614291,"09/09/1801"," 9:44:00",5,129,1801-09-09 09:44:00
"1484478","Atlantis","1004",54.5591612695865,6.32393997839186,"09/09/1801","11:38:00",7,125,1801-09-09 11:38:00
"1484479","Atlantis","1004",54.5631873902399,6.31274870878365,"09/09/1801","13:34:00",7,127,1801-09-09 13:34:00
"1484480","Atlantis","1004",54.5400646583047,5.88101539776568,"09/09/1801","19:20:00",8,210,1801-09-09 19:20:00
"1484481","Atlantis","1004",54.3736211480629,5.70712033914495,"09/09/1801","21:14:00",7,205,1801-09-09 21:14:00
"1484482","Atlantis","1004",54.1810130257835,5.55025073332246,"09/09/1801","23:10:00",1,287,1801-09-09 23:10:00
"1484483","Atlantis","1004",54.050464284583,5.30522555922903,"10/09/1801"," 1:04:00",3,56,1801-09-10 01:04:00
"1484484","Atlantis","1004",53.6680950363739,5.06148932672665,"10/09/1801"," 3:00:00",12,201,1801-09-10 03:00:00
"1484485","Atlantis","1004",52.9694738769522,4.7607462142054,"10/09/1801"," 6:50:00",12,98,1801-09-10 06:50:00
"1484486","Atlantis","1004",52.9548190539056,4.77466459030006,"10/09/1801"," 8:46:00",0,205,1801-09-10 08:46:00
"1484487","Atlantis","1004",53.0374713666416,4.85216495376732,"10/09/1801","14:32:00",0,38,1801-09-10 14:32:00
"1484488","Atlantis","1004",53.0447675585635,4.84586072135437,"10/09/1801","16:26:00",0,38,1801-09-10 16:26:00
"1484526","Atlantis","1004",53.0413606886338,4.84757613166887,"14/09/1801"," 3:00:00",0,38,1801-09-14 03:00:00
"1484527","Atlantis","1004",53.0450951574049,4.84715148185566,"14/09/1801"," 4:54:00",0,38,1801-09-14 04:54:00
"1484528","Atlantis","1004",53.0406464351206,4.85143703424558,"14/09/1801"," 6:50:00",0,38,1801-09-14 06:50:00
"1484529","Atlantis","1004",53.0430446803528,4.84530030579027,"14/09/1801"," 8:46:00",0,38,1801-09-14 08:46:00
"1484530","Atlantis","1004",53.037455268668,4.85720497497078,"14/09/1801","12:36:00",0,38,1801-09-14 12:36:00
"1484531","Atlantis","1004",53.023373687082,4.843852100241,"14/09/1801","14:30:00",13,225,1801-09-14 14:30:00
"1484532","Atlantis","1004",53.3137383029661,4.84984935967438,"14/09/1801","16:26:00",14,29,1801-09-14 16:26:00
"1489103","Atlantis","1004",53.684532109038,5.25305869249534,"14/09/1801","18:22:00",14,53,1801-09-14 18:22:00
"1489104","Atlantis","1004",53.8541171006858,5.75524859377555,"14/09/1801","20:16:00",8,92,1801-09-14 20:16:00
"1489105","Atlantis","1004",53.8501951747988,5.84582387269195,"14/09/1801","22:12:00",8,76,1801-09-14 22:12:00
"1489106","Atlantis","1004",53.8670559113249,5.73439797494188,"15/09/1801","00: 6:00",2,84,1801-09-15 00:06:00
"1489107","Atlantis","1004",53.8685538852597,5.77221434626263,"15/09/1801"," 2:02:00",7,260,1801-09-15 02:02:00
"1489108","Atlantis","1004",53.8725501399008,5.83652434122376,"15/09/1801"," 3:58:00",7,272,1801-09-15 03:58:00
"1489109","Atlantis","1004",53.8963125391765,5.94338676827121,"15/09/1801"," 5:52:00",7,66,1801-09-15 05:52:00
"1489110","Atlantis","1004",53.879937529047,5.90622463855892,"15/09/1801"," 7:48:00",7,53,1801-09-15 07:48:00
"1489111","Atlantis","1004",53.8693657158637,5.69412082180474,"15/09/1801"," 9:42:00",9,43,1801-09-15 09:42:00
"1489112","Atlantis","1004",53.8584036023691,5.73459266796056,"15/09/1801","11:38:00",7,273,1801-09-15 11:38:00
"1489113","Atlantis","1004",53.8682168937246,5.83647920089494,"15/09/1801","13:34:00",8,272,1801-09-15 13:34:00
"1489114","Atlantis","1004",53.8650847992883,5.77495785683393,"15/09/1801","15:28:00",8,71,1801-09-15 15:28:00
"1489115","Atlantis","1004",53.8627589943446,5.54314264584333,"15/09/1801","17:24:00",5,96,1801-09-15 17:24:00
"1489116","Atlantis","1004",53.8699970897539,5.76539078393113,"15/09/1801","19:20:00",7,265,1801-09-15 19:20:00
"1489117","Atlantis","1004",53.8652906453027,5.71726682690717,"15/09/1801","21:14:00",7,265,1801-09-15 21:14:00
"1489118","Atlantis","1004",53.8797924722652,5.76718238819018,"15/09/1801","23:10:00",7,76,1801-09-15 23:10:00
"1489119","Atlantis","1004",53.8728242186573,5.65034316006303,"16/09/1801"," 1:04:00",0,163,1801-09-16 01:04:00
"1489120","Atlantis","1004",53.8768178287898,5.67966109550744,"16/09/1801"," 3:00:00",7,276,1801-09-16 03:00:00
"1489121","Atlantis","1004",53.8767119087656,5.84437740060501,"16/09/1801"," 4:54:00",9,216,1801-09-16 04:54:00
"1489122","Atlantis","1004",53.8571040251367,5.80541348170675,"16/09/1801"," 6:50:00",7,94,1801-09-16 06:50:00
"1489123","Atlantis","1004",53.86117398979,5.6849948577825,"16/09/1801"," 8:46:00",1,111,1801-09-16 08:46:00
"1489124","Atlantis","1004",53.8847196335993,5.75747202584986,"16/09/1801","10:40:00",7,277,1801-09-16 10:40:00
"1489125","Atlantis","1004",53.8865175444987,5.82370227187965,"16/09/1801","12:36:00",7,297,1801-09-16 12:36:00
"1489126","Atlantis","1004",53.8889822226651,5.8447759864293,"16/09/1801","14:30:00",7,132,1801-09-16 14:30:00
"1489127","Atlantis","1004",53.880980653719,5.74309996145032,"16/09/1801","16:26:00",1,271,1801-09-16 16:26:00
"1489128","Atlantis","1004",53.8731739558443,5.75912413315661,"16/09/1801","22:12:00",7,271,1801-09-16 22:12:00
"1489129","Atlantis","1004",53.8546077947901,5.560710162987,"17/09/1801"," 2:02:00",3,308,1801-09-17 02:02:00
"1489130","Atlantis","1004",53.7225079750507,5.51729022800457,"17/09/1801"," 3:58:00",13,194,1801-09-17 03:58:00
"1489131","Atlantis","1004",53.4127458363031,5.04133749642409,"17/09/1801"," 5:52:00",13,232,1801-09-17 05:52:00
"1489132","Atlantis","1004",53.102333352969,4.69778899929393,"17/09/1801"," 7:48:00",12,196,1801-09-17 07:48:00
"1489133","Atlantis","1004",52.9545030079903,4.78054228164069,"17/09/1801"," 9:44:00",0,186,1801-09-17 09:44:00
"1489134","Atlantis","1004",52.955386594255,4.78120440690126,"17/09/1801","11:38:00",0,186,1801-09-17 11:38:00
"1489135","Atlantis","1004",52.9562979692249,4.78219287473056,"17/09/1801","13:34:00",0,186,1801-09-17 13:34:00
"1489136","Atlantis","1004",53.0432727451702,4.85335730643943,"17/09/1801","15:28:00",5,288,1801-09-17 15:28:00
"1489137","Atlantis","1004",53.0415816103467,4.84362992135249,"17/09/1801","17:24:00",0,266,1801-09-17 17:24:00
"1489138","Atlantis","1004",53.0391540483581,4.84586369207036,"17/09/1801","19:20:00",0,266,1801-09-17 19:20:00
"1489159","Atlantis","1004",53.041383995126,4.84326378515829,"19/09/1801","21:14:00",0,266,1801-09-19 21:14:00
"1489160","Atlantis","1004",53.0392122051036,4.85009649136476,"19/09/1801","23:10:00",0,266,1801-09-19 23:10:00
"1489161","Atlantis","1004",53.0415948440074,4.85166649456974,"20/09/1801"," 1:04:00",0,266,1801-09-20 01:04:00
"1489162","Atlantis","1004",53.0358263468402,4.85625621794164,"20/09/1801"," 3:00:00",0,266,1801-09-20 03:00:00
"1489163","Atlantis","1004",53.0370300040217,4.85940674014296,"20/09/1801"," 4:56:00",0,266,1801-09-20 04:56:00
"1489164","Atlantis","1004",52.9802406552658,4.7601873349091,"20/09/1801"," 8:46:00",9,237,1801-09-20 08:46:00
"1489165","Atlantis","1004",53.353141011151,4.91828634655382,"20/09/1801","10:40:00",14,39,1801-09-20 10:40:00
"1489166","Atlantis","1004",53.7139946421618,5.37867092360742,"20/09/1801","12:36:00",14,39,1801-09-20 12:36:00
"1489167","Atlantis","1004",53.8703608419439,5.76477424832154,"20/09/1801","14:32:00",7,92,1801-09-20 14:32:00
"1489168","Atlantis","1004",53.9073997766292,5.72150444294047,"20/09/1801","16:26:00",7,256,1801-09-20 16:26:00
"1489169","Atlantis","1004",53.904886003525,5.57220428710524,"20/09/1801","18:22:00",7,99,1801-09-20 18:22:00
"1489170","Atlantis","1004",53.8877062355555,5.48213320673164,"20/09/1801","20:18:00",5,80,1801-09-20 20:18:00
"1489171","Atlantis","1004",53.8608302167985,5.40583233108465,"20/09/1801","22:12:00",6,279,1801-09-20 22:12:00
"1489172","Atlantis","1004",53.8745709653744,5.52569020885136,"21/09/1801","00: 8:00",8,231,1801-09-21 00:08:00
"1489173","Atlantis","1004",53.8770671329903,5.53651248163078,"21/09/1801"," 2:02:00",7,79,1801-09-21 02:02:00
"1489174","Atlantis","1004",53.8674251821097,5.44649115431681,"21/09/1801"," 3:58:00",4,59,1801-09-21 03:58:00
"1489175","Atlantis","1004",53.8890498611685,5.55427154102828,"21/09/1801"," 5:52:00",4,269,1801-09-21 05:52:00
"1489176","Atlantis","1004",53.9126509298701,5.36414184421208,"21/09/1801"," 7:48:00",4,300,1801-09-21 07:48:00
"1493756","Atlantis","1004",53.9220546782175,5.19734405987803,"21/09/1801"," 9:44:00",3,256,1801-09-21 09:44:00
"1493757","Atlantis","1004",53.9030618058606,5.21180047482625,"21/09/1801","11:38:00",4,97,1801-09-21 11:38:00
"1493758","Atlantis","1004",53.8746700852816,5.48578213242814,"21/09/1801","13:34:00",6,281,1801-09-21 13:34:00
"1493759","Atlantis","1004",53.8945356517788,5.47507692701649,"21/09/1801","17:24:00",3,104,1801-09-21 17:24:00
"1493760","Atlantis","1004",53.8677338226954,5.54203094118833,"21/09/1801","19:20:00",9,258,1801-09-21 19:20:00
"1493761","Atlantis","1004",53.7728471342791,5.04146906879358,"21/09/1801","21:14:00",9,244,1801-09-21 21:14:00
"1493762","Atlantis","1004",53.6680449370253,4.7111601828821,"21/09/1801","23:10:00",12,168,1801-09-21 23:10:00
"1493763","Atlantis","1004",53.3509487155816,4.87574424170423,"22/09/1801"," 1:04:00",9,269,1801-09-22 01:04:00
"1493764","Atlantis","1004",53.1749855099181,4.66625632005092,"22/09/1801"," 3:00:00",12,169,1801-09-22 03:00:00
"1493765","Atlantis","1004",52.9559768810533,4.77402996963076,"22/09/1801"," 4:56:00",0,160,1801-09-22 04:56:00
"1493766","Atlantis","1004",52.9582675949638,4.78059387337603,"22/09/1801"," 6:50:00",5,334,1801-09-22 06:50:00
"1493767","Atlantis","1004",53.0405508777346,4.8471540538827,"22/09/1801"," 8:46:00",5,284,1801-09-22 08:46:00
"1493768","Atlantis","1004",53.0363904897068,4.85920494180359,"22/09/1801","10:40:00",0,15,1801-09-22 10:40:00
"1493769","Atlantis","1004",53.0450095155849,4.86082073102891,"22/09/1801","12:36:00",0,15,1801-09-22 12:36:00
"1493770","Atlantis","1004",53.038896302205,4.8459733800143,"22/09/1801","14:32:00",0,15,1801-09-22 14:32:00
"1493771","Atlantis","1004",53.0413674629563,4.84377708098665,"22/09/1801","16:26:00",0,15,1801-09-22 16:26:00
"1493819","Atlantis","1004",53.0424839479635,4.85790369552746,"26/09/1801","20:16:00",0,269,1801-09-26 20:16:00
"1493820","Atlantis","1004",53.0458899974492,4.84896117741428,"26/09/1801","22:12:00",0,269,1801-09-26 22:12:00
"1493821","Atlantis","1004",53.0386887827418,4.85392880304903,"27/09/1801","00: 6:00",0,269,1801-09-27 00:06:00
"1493822","Atlantis","1004",53.0459254124733,4.86072373101208,"27/09/1801"," 2:02:00",0,269,1801-09-27 02:02:00
"1493823","Atlantis","1004",53.0456877512224,4.84478079823498,"27/09/1801"," 3:58:00",0,269,1801-09-27 03:58:00
"1493824","Atlantis","1004",53.0435075528123,4.85599908633809,"27/09/1801"," 5:52:00",0,269,1801-09-27 05:52:00
"1493825","Atlantis","1004",53.0393261683029,4.85116349788103,"27/09/1801"," 7:48:00",0,269,1801-09-27 07:48:00
"1493826","Atlantis","1004",53.1771236844067,4.74853564695827,"27/09/1801"," 9:42:00",12,13,1801-09-27 09:42:00
"1493827","Atlantis","1004",53.516384563677,5.00236942001246,"27/09/1801","11:38:00",13,39,1801-09-27 11:38:00
"1493828","Atlantis","1004",53.8479856063551,5.10022544643842,"27/09/1801","13:34:00",1,235,1801-09-27 13:34:00
"1493829","Atlantis","1004",53.885575038251,5.42934975891002,"27/09/1801","15:28:00",3,94,1801-09-27 15:28:00
"1498390","Atlantis","1004",53.8732316767797,5.40910662597418,"27/09/1801","17:24:00",5,282,1801-09-27 17:24:00
"1498391","Atlantis","1004",53.9012167348964,5.7450635034591,"27/09/1801","19:18:00",7,90,1801-09-27 19:18:00
"1498392","Atlantis","1004",53.9826825512056,5.55440173270274,"27/09/1801","21:14:00",7,342,1801-09-27 21:14:00
"1498393","Atlantis","1004",54.1746558995764,5.51592316549458,"27/09/1801","23:10:00",7,358,1801-09-27 23:10:00
"1498394","Atlantis","1004",54.3429850017154,5.5216509736022,"28/09/1801"," 1:04:00",8,270,1801-09-28 01:04:00
"1498395","Atlantis","1004",54.5438841840178,5.43429128994607,"28/09/1801"," 3:00:00",7,331,1801-09-28 03:00:00
"1498396","Atlantis","1004",54.6265176144666,5.17080919660069,"28/09/1801"," 4:56:00",5,253,1801-09-28 04:56:00
"1498397","Atlantis","1004",54.6130036303354,5.14441204735357,"28/09/1801"," 6:50:00",7,92,1801-09-28 06:50:00
"1498398","Atlantis","1004",54.6442671393706,5.07349199787155,"28/09/1801"," 8:46:00",7,96,1801-09-28 08:46:00
"1498399","Atlantis","1004",54.6556689588758,5.08711787709314,"28/09/1801","10:40:00",7,269,1801-09-28 10:40:00
"1498400","Atlantis","1004",54.6749579561036,5.23317885142658,"28/09/1801","12:36:00",7,60,1801-09-28 12:36:00
"1498401","Atlantis","1004",54.6885401250087,5.37116418926045,"28/09/1801","14:32:00",7,63,1801-09-28 14:32:00
"1498402","Atlantis","1004",54.6870078116669,5.27801883398648,"28/09/1801","16:26:00",7,100,1801-09-28 16:26:00
"1498403","Atlantis","1004",54.6775877113487,5.15577065772656,"28/09/1801","18:22:00",5,80,1801-09-28 18:22:00
"1498404","Atlantis","1004",54.722408869857,5.09585706325993,"28/09/1801","20:16:00",8,263,1801-09-28 20:16:00
"1498405","Atlantis","1004",54.554771568595,5.15765452293772,"28/09/1801","22:12:00",7,179,1801-09-28 22:12:00
"1498406","Atlantis","1004",54.5472746419385,4.9549135602545,"29/09/1801"," 2:02:00",7,260,1801-09-29 02:02:00
"1498407","Atlantis","1004",54.4777533122655,4.833164861314,"29/09/1801"," 3:58:00",7,224,1801-09-29 03:58:00
"1498408","Atlantis","1004",54.5357829391104,4.99646874918137,"29/09/1801"," 5:52:00",7,75,1801-09-29 05:52:00
"1498409","Atlantis","1004",54.6298046897952,5.30347497604322,"29/09/1801"," 7:48:00",8,54,1801-09-29 07:48:00
"1498410","Atlantis","1004",54.7311634111167,5.55805744402949,"29/09/1801"," 9:44:00",7,79,1801-09-29 09:44:00
"1498411","Atlantis","1004",54.7383905305443,5.57868081925437,"29/09/1801"," 9:46:00",7,79,1801-09-29 09:46:00
"1498412","Atlantis","1004",54.860246430621,5.72348624049779,"29/09/1801","11:38:00",5,154,1801-09-29 11:38:00
"1498413","Atlantis","1004",54.7078279539039,5.95806460902467,"29/09/1801","13:34:00",7,94,1801-09-29 13:34:00
"1498414","Atlantis","1004",54.7347290559299,5.91020815948211,"29/09/1801","15:28:00",7,85,1801-09-29 15:28:00
"1498415","Atlantis","1004",54.7171370475665,5.91121322342381,"29/09/1801","17:24:00",8,265,1801-09-29 17:24:00
"1498416","Atlantis","1004",54.7189302717722,5.90433417737949,"29/09/1801","19:18:00",7,5,1801-09-29 19:18:00
"1498417","Atlantis","1004",54.8243315741261,5.76416948076803,"29/09/1801","21:14:00",4,156,1801-09-29 21:14:00
"1498418","Atlantis","1004",54.7710343252285,6.09365564829856,"29/09/1801","23:10:00",7,113,1801-09-29 23:10:00
"1498419","Atlantis","1004",54.8287549877102,5.99204119027685,"30/09/1801"," 1:04:00",7,25,1801-09-30 01:04:00
"1498420","Atlantis","1004",54.8456141366963,5.99877673429437,"30/09/1801"," 3:00:00",7,11,1801-09-30 03:00:00
"1498421","Atlantis","1004",54.7943309591771,5.88489189432747,"30/09/1801"," 4:54:00",7,335,1801-09-30 04:54:00
"1498422","Atlantis","1004",54.8511111874399,5.65373958104662,"30/09/1801"," 6:50:00",7,207,1801-09-30 06:50:00
"1498423","Atlantis","1004",54.6627870871769,5.64673999824654,"30/09/1801"," 8:46:00",7,203,1801-09-30 08:46:00
"1498424","Atlantis","1004",54.4420913820355,5.59335672736168,"30/09/1801","10:40:00",7,174,1801-09-30 10:40:00
"1498425","Atlantis","1004",54.3057493562344,5.12166182311997,"30/09/1801","14:32:00",7,306,1801-09-30 14:32:00
"1498426","Atlantis","1004",54.3742666170541,5.04340487123001,"30/09/1801","16:26:00",7,183,1801-09-30 16:26:00
"1498427","Atlantis","1004",54.3740860519977,4.98883475052286,"30/09/1801","18:22:00",8,196,1801-09-30 18:22:00
"1498428","Atlantis","1004",54.180676986238,4.9536893641809,"30/09/1801","20:16:00",7,188,1801-09-30 20:16:00
"1498429","Atlantis","1004",53.9533367969156,4.83463261436485,"30/09/1801","22:12:00",7,199,1801-09-30 22:12:00
"1498430","Atlantis","1004",53.7830785151166,4.69759559225664,"01/10/1801","00: 8:00",7,211,1801-10-01 00:08:00
"1498431","Atlantis","1004",53.5950123654883,4.60024732373096,"01/10/1801"," 2:02:00",7,204,1801-10-01 02:02:00
"1498432","Atlantis","1004",53.3870545951696,4.49037663356774,"01/10/1801"," 3:58:00",2,275,1801-10-01 03:58:00
"1498433","Atlantis","1004",53.1399426974538,4.65807567935437,"01/10/1801"," 5:52:00",13,172,1801-10-01 05:52:00
"1498434","Atlantis","1004",52.956249852933,4.78435198619682,"01/10/1801"," 7:48:00",0,174,1801-10-01 07:48:00
"1498435","Atlantis","1004",52.9526760224863,4.76897201792058,"01/10/1801"," 9:42:00",0,174,1801-10-01 09:42:00
"1498436","Atlantis","1004",53.0423439018903,4.84582812025957,"01/10/1801","13:34:00",0,286,1801-10-01 13:34:00
"1498437","Atlantis","1004",53.0374628454484,4.85809543730877,"01/10/1801","15:28:00",0,14,1801-10-01 15:28:00
"1498438","Atlantis","1004",53.0369052168787,4.86236234583612,"01/10/1801","17:24:00",0,14,1801-10-01 17:24:00
"1498439","Atlantis","1004",53.0389626972415,4.86214114801679,"01/10/1801","19:20:00",0,14,1801-10-01 19:20:00
"764928","Atlantis","1013",53.0445871164692,4.86463103540148,"01/06/1800","20:54:00",0,7,1800-06-01 20:54:00
"764929","Atlantis","1013",53.0460339151365,4.86373789428174,"01/06/1800","21:32:00",0,7,1800-06-01 21:32:00
"764930","Atlantis","1013",53.045582758402,4.85218078402244,"01/06/1800","21:52:00",0,7,1800-06-01 21:52:00
"764931","Atlantis","1013",53.0386538732117,4.85375051884819,"01/06/1800","22:54:00",0,7,1800-06-01 22:54:00
"764932","Atlantis","1013",53.0454681639113,4.85509372117836,"01/06/1800","23:28:00",0,7,1800-06-01 23:28:00
"764933","Atlantis","1013",53.0464968574252,4.85186548210587,"01/06/1800","23:52:00",0,7,1800-06-01 23:52:00
"764934","Atlantis","1013",53.0436705400185,4.84986880359613,"02/06/1800","00:54:00",0,7,1800-06-02 00:54:00
"713052","Atlantis","1013",53.0469179774001,4.86592301778868,"02/06/1800"," 1:22:00",0,7,1800-06-02 01:22:00
"713053","Atlantis","1013",53.0474315711665,4.84872884988226,"02/06/1800"," 1:54:00",0,7,1800-06-02 01:54:00
"713054","Atlantis","1013",53.0385141079077,4.85337242881674,"02/06/1800"," 2:54:00",0,7,1800-06-02 02:54:00
"713055","Atlantis","1013",53.0457420870517,4.85971545580216,"02/06/1800"," 3:18:00",0,7,1800-06-02 03:18:00
"713056","Atlantis","1013",53.0467639279803,4.85813313893415,"02/06/1800"," 3:54:00",0,7,1800-06-02 03:54:00
"713057","Atlantis","1013",53.0469054077631,4.85113428926002,"02/06/1800"," 4:54:00",0,7,1800-06-02 04:54:00
"713058","Atlantis","1013",53.0453492441652,4.86283408027515,"02/06/1800"," 5:14:00",0,7,1800-06-02 05:14:00
"713059","Atlantis","1013",53.047797080548,4.84913006685581,"02/06/1800"," 5:54:00",0,7,1800-06-02 05:54:00
"713060","Atlantis","1013",53.0466775328568,4.84897106715851,"02/06/1800"," 6:54:00",0,7,1800-06-02 06:54:00
"713061","Atlantis","1013",53.0401929945913,4.8545125005804,"02/06/1800"," 7:08:00",0,7,1800-06-02 07:08:00
"713062","Atlantis","1013",53.0403545004032,4.86420177006069,"02/06/1800"," 7:54:00",0,7,1800-06-02 07:54:00
"713063","Atlantis","1013",53.0034476027573,4.80379352284968,"02/06/1800"," 8:54:00",10,222,1800-06-02 08:54:00
"713064","Atlantis","1013",52.9855472481167,4.77436282677576,"02/06/1800"," 9:04:00",9,233,1800-06-02 09:04:00
"713065","Atlantis","1013",53.0727167975032,4.66835210822243,"02/06/1800"," 9:54:00",11,327,1800-06-02 09:54:00
"713066","Atlantis","1013",53.2178393587619,4.48628928215336,"02/06/1800","10:54:00",11,324,1800-06-02 10:54:00
"713067","Atlantis","1013",53.3641471679481,4.31758947358839,"02/06/1800","11:54:00",11,330,1800-06-02 11:54:00
"713068","Atlantis","1013",53.500557712812,4.16456363636069,"02/06/1800","12:54:00",10,335,1800-06-02 12:54:00
"713069","Atlantis","1013",53.5113623653916,4.15619658119418,"02/06/1800","12:56:00",10,331,1800-06-02 12:56:00
"713070","Atlantis","1013",53.6418743312932,4.00462705611996,"02/06/1800","13:54:00",7,31,1800-06-02 13:54:00
"713071","Atlantis","1013",53.6839725131998,4.08100425949414,"02/06/1800","14:50:00",4,53,1800-06-02 14:50:00
"713072","Atlantis","1013",53.6884169258093,4.08944364615716,"02/06/1800","14:54:00",4,59,1800-06-02 14:54:00
"713073","Atlantis","1013",53.7246389868674,4.18202278881054,"02/06/1800","15:54:00",4,57,1800-06-02 15:54:00
"713074","Atlantis","1013",53.7574875975703,4.25733833231777,"02/06/1800","16:44:00",4,56,1800-06-02 16:44:00
"713075","Atlantis","1013",53.7668795018671,4.27778346516564,"02/06/1800","16:54:00",4,55,1800-06-02 16:54:00
"713076","Atlantis","1013",53.8127548598545,4.33073110030033,"02/06/1800","17:54:00",2,26,1800-06-02 17:54:00
"713077","Atlantis","1013",53.8369536469337,4.39240467538312,"02/06/1800","18:40:00",4,48,1800-06-02 18:40:00
"713078","Atlantis","1013",53.8510140035497,4.41071273786668,"02/06/1800","18:54:00",4,50,1800-06-02 18:54:00
"713079","Atlantis","1013",53.8924040693426,4.47646900190599,"02/06/1800","19:54:00",4,11,1800-06-02 19:54:00
"713080","Atlantis","1013",53.9384862843608,4.49087864725944,"02/06/1800","20:36:00",4,345,1800-06-02 20:36:00
"713081","Atlantis","1013",54.0248097582464,4.47662326706853,"02/06/1800","21:54:00",4,359,1800-06-02 21:54:00
"713082","Atlantis","1013",54.0539242369477,4.47393683302123,"02/06/1800","22:30:00",2,48,1800-06-02 22:30:00
"713083","Atlantis","1013",54.0593657210646,4.46216298739892,"02/06/1800","22:54:00",4,271,1800-06-02 22:54:00
"713084","Atlantis","1013",54.0724557867432,4.35473273146153,"02/06/1800","23:54:00",4,295,1800-06-02 23:54:00
"713085","Atlantis","1013",54.0937221106337,4.31170431319065,"03/06/1800","00:26:00",4,298,1800-06-03 00:26:00
"713086","Atlantis","1013",54.1054944752567,4.25656835188344,"03/06/1800","00:54:00",4,325,1800-06-03 00:54:00
"713087","Atlantis","1013",54.1705195882171,4.24435283387452,"03/06/1800"," 1:54:00",4,0,1800-06-03 01:54:00
"713088","Atlantis","1013",54.1975776973614,4.22664754016046,"03/06/1800"," 2:20:00",4,357,1800-06-03 02:20:00
"713089","Atlantis","1013",54.2366604352007,4.23313521215413,"03/06/1800"," 2:54:00",5,65,1800-06-03 02:54:00
"713090","Atlantis","1013",54.2204566313564,4.29476330519002,"03/06/1800"," 3:54:00",5,126,1800-06-03 03:54:00
"713091","Atlantis","1013",54.1669422668009,4.36375270065013,"03/06/1800"," 4:54:00",4,174,1800-06-03 04:54:00
"713092","Atlantis","1013",54.0995090839206,4.36887693024613,"03/06/1800"," 5:54:00",4,170,1800-06-03 05:54:00
"713093","Atlantis","1013",54.0812382086078,4.38327260411251,"03/06/1800"," 6:10:00",4,175,1800-06-03 06:10:00
"713094","Atlantis","1013",54.0545888009551,4.42777723629028,"03/06/1800"," 6:54:00",4,97,1800-06-03 06:54:00
