"VE_COU","VE_REF","SI_LATI","SI_LONG","SI_DATE","SI_TIME","SI_SP","SI_HE","SI_DATIM"
"1493731","Atlantis","1000",51.8173588924212,3.43941855607089,"07/09/1801"," 7:04:00",5,36,1801-09-07 07:04:00
"1493732","Atlantis","1000",51.8248535044868,3.39852710428182,"07/09/1801"," 9:00:00",5,323,1801-09-07 09:00:00
"1493733","Atlantis","1000",51.8922090479923,3.52017652205657,"07/09/1801","10:54:00",5,59,1801-09-07 10:54:00
"1493734","Atlantis","1000",51.9213675553459,3.6420488694869,"07/09/1801","12:50:00",5,69,1801-09-07 12:50:00
"1493735","Atlantis","1000",51.8913545836741,3.52167688786518,"07/09/1801","14:44:00",7,216,1801-09-07 14:44:00
"1493736","Atlantis","1000",51.8116169474665,3.4032082766816,"07/09/1801","16:40:00",2,333,1801-09-07 16:40:00
"1493737","Atlantis","1000",51.7950095808492,3.38747696138639,"07/09/1801","18:34:00",5,116,1801-09-07 18:34:00
"1493738","Atlantis","1000",51.797432103775,3.38437063988485,"07/09/1801","18:34:00",5,116,1801-09-07 18:34:00
"1493739","Atlantis","1000",51.7787881947774,3.35508410959877,"07/09/1801","20:30:00",2,237,1801-09-07 20:30:00
"1493740","Atlantis","1000",51.8792570095169,3.46880157367978,"07/09/1801","22:26:00",4,64,1801-09-07 22:26:00
"1493741","Atlantis","1000",51.9029700058745,3.58492405588459,"08/09/1801","00:20:00",5,64,1801-09-08 00:20:00
"1493742","Atlantis","1000",51.9081234872513,3.57487422392703,"08/09/1801"," 2:16:00",7,212,1801-09-08 02:16:00
"1493743","Atlantis","1000",51.8434572159438,3.43192138470989,"08/09/1801"," 4:10:00",5,162,1801-09-08 04:10:00
"1493744","Atlantis","1000",51.8077329211943,3.4345757668959,"08/09/1801"," 6:06:00",5,31,1801-09-08 06:06:00
"1493745","Atlantis","1000",51.8144763873336,3.36309118957631,"08/09/1801"," 8:02:00",0,328,1801-09-08 08:02:00
"1493746","Atlantis","1000",51.8695243590521,3.45338490560465,"08/09/1801"," 9:56:00",4,68,1801-09-08 09:56:00
"1493747","Atlantis","1000",51.9439359065038,3.64686058025341,"08/09/1801","11:52:00",5,42,1801-09-08 11:52:00
"1493748","Atlantis","1000",52.0895222066161,3.77783132208604,"08/09/1801","13:46:00",5,24,1801-09-08 13:46:00
"1493749","Atlantis","1000",52.074628931968,3.81902042715531,"08/09/1801","15:42:00",5,271,1801-09-08 15:42:00
"1493750","Atlantis","1000",52.0505141853681,3.77911824222375,"08/09/1801","17:38:00",4,323,1801-09-08 17:38:00
"1493751","Atlantis","1000",51.9478016214454,3.6316532344101,"08/09/1801","19:32:00",6,257,1801-09-08 19:32:00
"1493752","Atlantis","1000",51.9255596830077,3.63964854777604,"08/09/1801","21:28:00",5,86,1801-09-08 21:28:00
"1493753","Atlantis","1000",52.0790483078011,3.76505983921513,"08/09/1801","23:22:00",5,42,1801-09-08 23:22:00
"1493754","Atlantis","1000",52.1189892186206,3.91242259835266,"09/09/1801"," 1:18:00",6,18,1801-09-09 01:18:00
"1493755","Atlantis","1000",52.1977965749567,4.03307513936423,"09/09/1801"," 3:14:00",6,256,1801-09-09 03:14:00
"1498316","Atlantis","1000",52.1377864535069,3.95042461542972,"09/09/1801"," 5:08:00",3,257,1801-09-09 05:08:00
"1498317","Atlantis","1000",52.1039771344992,3.90317872717883,"09/09/1801"," 7:04:00",5,107,1801-09-09 07:04:00
"1498318","Atlantis","1000",52.058072812485,3.72920788873173,"09/09/1801"," 9:00:00",6,215,1801-09-09 09:00:00
"1498319","Atlantis","1000",51.9438128281957,3.57122923247237,"09/09/1801","10:54:00",5,232,1801-09-09 10:54:00
"1498320","Atlantis","1000",51.8733214770723,3.60170960045699,"09/09/1801","12:50:00",6,53,1801-09-09 12:50:00
"1498321","Atlantis","1000",51.9068747723,3.76527937569376,"09/09/1801","14:44:00",0,237,1801-09-09 14:44:00
"1498322","Atlantis","1000",51.9079607464219,3.75440723025799,"09/09/1801","16:40:00",4,85,1801-09-09 16:40:00
"1498323","Atlantis","1000",51.9230772269531,3.76959852884989,"09/09/1801","18:36:00",4,236,1801-09-09 18:36:00
"1498324","Atlantis","1000",51.9160086156051,3.73847772618663,"09/09/1801","20:30:00",6,265,1801-09-09 20:30:00
"1498325","Atlantis","1000",51.9140625757859,3.73183603986818,"09/09/1801","22:26:00",5,261,1801-09-09 22:26:00
"1498326","Atlantis","1000",51.9216730084303,3.78951853413507,"10/09/1801","00:20:00",4,255,1801-09-10 00:20:00
"1498327","Atlantis","1000",52.0070177473454,3.74435810361244,"10/09/1801"," 2:16:00",6,50,1801-09-10 02:16:00
"1498328","Atlantis","1000",52.0857335051731,3.95902178882435,"10/09/1801"," 4:10:00",6,74,1801-09-10 04:10:00
"1498329","Atlantis","1000",52.1020263903136,4.26419685279857,"10/09/1801"," 6:06:00",0,52,1801-09-10 06:06:00
"1498330","Atlantis","1000",52.099411649066,4.26755675434135,"10/09/1801"," 8:02:00",0,52,1801-09-10 08:02:00
"1498331","Atlantis","1000",52.097921293023,4.26781877661776,"10/09/1801"," 9:56:00",0,52,1801-09-10 09:56:00
"1498332","Atlantis","1000",52.099881211027,4.26120797901601,"10/09/1801","11:52:00",0,52,1801-09-10 11:52:00
"1498333","Atlantis","1000",52.105552203936,4.26040909489803,"10/09/1801","13:46:00",0,52,1801-09-10 13:46:00
"1498334","Atlantis","1000",52.1015861303303,4.27405107150506,"10/09/1801","15:42:00",0,52,1801-09-10 15:42:00
"1498335","Atlantis","1000",52.0990175321782,4.26158876291197,"10/09/1801","17:38:00",0,52,1801-09-10 17:38:00
"1498381","Atlantis","1000",52.1057107336088,4.26755282586813,"14/09/1801","21:28:00",0,254,1801-09-14 21:28:00
"1498382","Atlantis","1000",52.1023270196528,4.26463423678093,"14/09/1801","23:22:00",0,254,1801-09-14 23:22:00
"1498383","Atlantis","1000",52.0965018301774,4.2636389182033,"15/09/1801"," 1:18:00",0,254,1801-09-15 01:18:00
"1498384","Atlantis","1000",52.1042713696547,4.25777227747161,"15/09/1801"," 3:14:00",0,254,1801-09-15 03:14:00
"1498385","Atlantis","1000",52.1048047531317,4.27222119367122,"15/09/1801"," 5:08:00",0,254,1801-09-15 05:08:00
"1498386","Atlantis","1000",52.1008929254571,4.26494790281076,"15/09/1801"," 7:04:00",0,254,1801-09-15 07:04:00
"1498387","Atlantis","1000",52.1950036195507,4.15780540184956,"15/09/1801"," 9:00:00",6,330,1801-09-15 09:00:00
"1498388","Atlantis","1000",52.1849902982879,4.13210351084359,"15/09/1801","14:44:00",6,72,1801-09-15 14:44:00
"1498389","Atlantis","1000",52.1666793614435,4.20295361393783,"15/09/1801","16:40:00",6,339,1801-09-15 16:40:00
"1502939","Atlantis","1000",52.1961251398046,4.29312199095264,"15/09/1801","18:34:00",6,39,1801-09-15 18:34:00
"1502940","Atlantis","1000",52.3458119147778,4.43052395474911,"15/09/1801","20:30:00",6,23,1801-09-15 20:30:00
"1502941","Atlantis","1000",52.3384699962661,4.23194770198036,"15/09/1801","22:26:00",7,180,1801-09-15 22:26:00
"1502942","Atlantis","1000",52.2380342839002,4.22860902754776,"16/09/1801","00:20:00",5,117,1801-09-16 00:20:00
"1502943","Atlantis","1000",52.2273913278659,4.16403655192349,"16/09/1801"," 2:16:00",6,280,1801-09-16 02:16:00
"1502944","Atlantis","1000",52.2230496009174,4.06598555628676,"16/09/1801"," 4:10:00",6,36,1801-09-16 04:10:00
"1502945","Atlantis","1000",52.3393740825071,4.19296547806729,"16/09/1801"," 6:06:00",6,115,1801-09-16 06:06:00
"1502946","Atlantis","1000",52.3513445997867,4.22717295426968,"16/09/1801"," 8:02:00",6,292,1801-09-16 08:02:00
"1502947","Atlantis","1000",52.3566199783008,4.2469436198147,"16/09/1801"," 9:56:00",4,252,1801-09-16 09:56:00
"1502948","Atlantis","1000",52.2465200651605,4.33544034792855,"16/09/1801","11:52:00",7,186,1801-09-16 11:52:00
"1502949","Atlantis","1000",52.1827650199635,4.15517145046592,"16/09/1801","13:48:00",6,132,1801-09-16 13:48:00
"1502950","Atlantis","1000",52.1740664670044,4.1620262981439,"16/09/1801","15:42:00",6,70,1801-09-16 15:42:00
"1502951","Atlantis","1000",52.3210810701735,4.26800249421597,"16/09/1801","17:38:00",4,332,1801-09-16 17:38:00
"1502952","Atlantis","1000",52.4992762543284,4.28171220722515,"16/09/1801","19:32:00",7,11,1801-09-16 19:32:00
"1502953","Atlantis","1000",52.6744520382681,4.38678845097031,"16/09/1801","21:28:00",6,37,1801-09-16 21:28:00
"1502954","Atlantis","1000",52.8052060831105,4.51107283907197,"16/09/1801","23:22:00",7,250,1801-09-16 23:22:00
"1502955","Atlantis","1000",52.8370997888916,4.52895363173447,"17/09/1801"," 1:18:00",5,109,1801-09-17 01:18:00
"1502956","Atlantis","1000",52.8020524877235,4.53773292665836,"17/09/1801"," 3:14:00",6,161,1801-09-17 03:14:00
"1502957","Atlantis","1000",52.7444767662696,4.56012132533546,"17/09/1801"," 5:08:00",6,355,1801-09-17 05:08:00
"1502958","Atlantis","1000",53.0344044417758,4.51360514394194,"17/09/1801"," 9:00:00",5,309,1801-09-17 09:00:00
"1502959","Atlantis","1000",52.9342191733611,4.53843784791697,"17/09/1801","12:50:00",2,67,1801-09-17 12:50:00
"1502960","Atlantis","1000",52.9199692168469,4.53248457246367,"17/09/1801","14:46:00",5,185,1801-09-17 14:46:00
"1502961","Atlantis","1000",52.834716565839,4.46923180126306,"17/09/1801","16:40:00",5,101,1801-09-17 16:40:00
"1502962","Atlantis","1000",52.8352378503825,4.50703666216135,"17/09/1801","18:36:00",8,64,1801-09-17 18:36:00
"1502963","Atlantis","1000",52.8895322747892,4.50618051727489,"17/09/1801","22:26:00",5,293,1801-09-17 22:26:00
"1502964","Atlantis","1000",52.9758086879603,4.36096535498649,"18/09/1801","00:20:00",5,350,1801-09-18 00:20:00
"1502965","Atlantis","1000",52.8957018431895,4.45537037542183,"18/09/1801"," 2:16:00",5,105,1801-09-18 02:16:00
"1502966","Atlantis","1000",52.8963877414763,4.55304866882786,"18/09/1801"," 4:10:00",5,101,1801-09-18 04:10:00
"1502967","Atlantis","1000",52.9716838433202,4.78857516254764,"18/09/1801"," 6:06:00",7,127,1801-09-18 06:06:00
"1502968","Atlantis","1000",52.9567094779066,4.78081506850477,"18/09/1801"," 8:02:00",0,0,1801-09-18 08:02:00
"1502969","Atlantis","1000",53.0464929563478,4.85759623927623,"18/09/1801"," 9:56:00",0,22,1801-09-18 09:56:00
"1502970","Atlantis","1000",53.0391089843512,4.85734033415653,"18/09/1801","11:52:00",0,22,1801-09-18 11:52:00
"1502971","Atlantis","1000",53.0423311868235,4.86082503077201,"18/09/1801","13:46:00",0,22,1801-09-18 13:46:00
"1502972","Atlantis","1000",53.0387893150835,4.85287608387973,"18/09/1801","15:42:00",0,22,1801-09-18 15:42:00
"1502973","Atlantis","1000",53.0440184082552,4.84544364344422,"18/09/1801","17:38:00",0,22,1801-09-18 17:38:00
"1507626","Atlantis","1000",53.0383256842936,4.85751508723572,"26/09/1801","11:52:00",0,22,1801-09-26 11:52:00
"1507627","Atlantis","1000",53.0435960803526,4.85607188084256,"26/09/1801","13:48:00",0,22,1801-09-26 13:48:00
"1507628","Atlantis","1000",53.0407864031307,4.86148977910262,"26/09/1801","15:42:00",0,22,1801-09-26 15:42:00
"1507629","Atlantis","1000",53.0416237840611,4.85779454235081,"26/09/1801","17:38:00",0,22,1801-09-26 17:38:00
"1507630","Atlantis","1000",53.0471266337736,4.86129902815074,"26/09/1801","19:32:00",0,22,1801-09-26 19:32:00
"1507631","Atlantis","1000",53.0405591691723,4.85337611228786,"26/09/1801","21:28:00",0,22,1801-09-26 21:28:00
"1507632","Atlantis","1000",53.0454804953258,4.68400068532675,"26/09/1801","23:24:00",8,286,1801-09-26 23:24:00
"1507633","Atlantis","1000",52.9214232642087,4.53928504845407,"27/09/1801"," 1:18:00",6,204,1801-09-27 01:18:00
"1507634","Atlantis","1000",52.9411627344843,4.4911656720927,"27/09/1801"," 3:14:00",5,298,1801-09-27 03:14:00
"1507635","Atlantis","1000",52.9871179323704,4.523928632644,"27/09/1801"," 5:08:00",5,315,1801-09-27 05:08:00
"1507636","Atlantis","1000",53.0175903242375,4.59168570462428,"27/09/1801"," 7:04:00",11,63,1801-09-27 07:04:00
"1507637","Atlantis","1000",52.972059805667,4.50636399603263,"27/09/1801"," 8:58:00",3,319,1801-09-27 08:58:00
"1507638","Atlantis","1000",53.0186845638072,4.56009708560072,"27/09/1801","10:54:00",5,149,1801-09-27 10:54:00
"1507639","Atlantis","1000",52.8681100822063,4.65038123203255,"27/09/1801","12:50:00",1,118,1801-09-27 12:50:00
"1507640","Atlantis","1000",52.7593794604233,4.58236632394884,"27/09/1801","14:44:00",5,287,1801-09-27 14:44:00
"1507641","Atlantis","1000",52.8377421631296,4.43028642858192,"27/09/1801","16:40:00",6,83,1801-09-27 16:40:00
"1507642","Atlantis","1000",52.8739825280649,4.52850564993545,"27/09/1801","18:36:00",6,3,1801-09-27 18:36:00
"1507643","Atlantis","1000",53.0189731152924,4.53151862071268,"27/09/1801","20:30:00",5,81,1801-09-27 20:30:00
"1507644","Atlantis","1000",53.0651295589269,4.41998828342091,"27/09/1801","22:26:00",5,286,1801-09-27 22:26:00
"1507645","Atlantis","1000",53.003674019353,4.54597803249024,"28/09/1801","00:20:00",6,128,1801-09-28 00:20:00
"1507646","Atlantis","1000",52.8373987062164,4.48244092096761,"28/09/1801"," 2:16:00",6,188,1801-09-28 02:16:00
"1512204","Atlantis","1000",52.7211464689099,4.45581009457726,"28/09/1801"," 4:10:00",6,55,1801-09-28 04:10:00
"1512205","Atlantis","1000",52.8848246160885,4.56567361652572,"28/09/1801"," 6:06:00",6,17,1801-09-28 06:06:00
"1512206","Atlantis","1000",52.9685201412635,4.54201477331854,"28/09/1801"," 8:02:00",5,292,1801-09-28 08:02:00
"1512207","Atlantis","1000",53.0413363377377,4.6127754547447,"28/09/1801"," 9:56:00",2,28,1801-09-28 09:56:00
"1512208","Atlantis","1000",53.0015929468656,4.57043749057129,"28/09/1801","11:52:00",4,269,1801-09-28 11:52:00
"1512209","Atlantis","1000",52.9699303423516,4.38927855264861,"28/09/1801","13:48:00",6,263,1801-09-28 13:48:00
"1512210","Atlantis","1000",53.0942929543839,4.29571476837154,"28/09/1801","15:42:00",6,325,1801-09-28 15:42:00
"1512211","Atlantis","1000",53.2568992878282,4.22876921610255,"28/09/1801","17:38:00",7,12,1801-09-28 17:38:00
"1512212","Atlantis","1000",53.4367072860659,4.28098407425545,"28/09/1801","19:32:00",6,358,1801-09-28 19:32:00
"1512213","Atlantis","1000",53.4859683703231,4.25668919563666,"28/09/1801","21:28:00",5,180,1801-09-28 21:28:00
"1512214","Atlantis","1000",53.4882732125446,4.27515190379415,"28/09/1801","23:22:00",6,110,1801-09-28 23:22:00
"1512215","Atlantis","1000",53.4636889837482,4.52624924775306,"29/09/1801"," 1:18:00",5,58,1801-09-29 01:18:00
"1512216","Atlantis","1000",53.4951235034154,4.30082263695169,"29/09/1801"," 3:14:00",5,282,1801-09-29 03:14:00
"1512217","Atlantis","1000",53.4089845649297,4.4895406128522,"29/09/1801"," 5:08:00",6,141,1801-09-29 05:08:00
"1512218","Atlantis","1000",53.4167837433522,4.44760875632614,"29/09/1801"," 7:04:00",5,337,1801-09-29 07:04:00
"1512219","Atlantis","1000",53.4141744814115,4.43579513007589,"29/09/1801"," 8:58:00",7,111,1801-09-29 08:58:00
"1512220","Atlantis","1000",53.3896926419199,4.40086957068741,"29/09/1801","12:50:00",4,147,1801-09-29 12:50:00
"1512221","Atlantis","1000",53.382714761775,4.49920261679031,"29/09/1801","14:44:00",0,164,1801-09-29 14:44:00
"1512222","Atlantis","1000",53.3952453846992,4.51067131389771,"29/09/1801","16:40:00",5,112,1801-09-29 16:40:00
"1512223","Atlantis","1000",53.4176659024577,4.507446687866,"29/09/1801","18:36:00",5,289,1801-09-29 18:36:00
"1512224","Atlantis","1000",53.3801557621583,4.53723492761236,"29/09/1801","20:30:00",6,91,1801-09-29 20:30:00
"1512225","Atlantis","1000",53.4352834003186,4.64812511865422,"29/09/1801","22:26:00",6,305,1801-09-29 22:26:00
"1512226","Atlantis","1000",53.3494218198801,4.46770379958768,"30/09/1801","00:20:00",1,282,1801-09-30 00:20:00
"1512227","Atlantis","1000",53.3424762216341,4.34697645178996,"30/09/1801"," 2:16:00",5,76,1801-09-30 02:16:00
"1512228","Atlantis","1000",53.3370280859522,4.42569616551325,"30/09/1801"," 4:10:00",5,161,1801-09-30 04:10:00
"1512229","Atlantis","1000",53.3558751911884,4.47312990063894,"30/09/1801"," 6:06:00",6,28,1801-09-30 06:06:00
"1512230","Atlantis","1000",53.40505229514,4.31221120379679,"30/09/1801"," 8:02:00",6,138,1801-09-30 08:02:00
"1512231","Atlantis","1000",53.3898518887577,4.33386715704575,"30/09/1801"," 9:56:00",5,280,1801-09-30 09:56:00
"1512232","Atlantis","1000",53.3874105561376,4.30660998167191,"30/09/1801","11:52:00",6,281,1801-09-30 11:52:00
"1512233","Atlantis","1000",53.3878246128513,4.25705507229734,"30/09/1801","13:46:00",6,133,1801-09-30 13:46:00
"1512234","Atlantis","1000",53.3582406851947,4.25134513336979,"30/09/1801","15:42:00",6,175,1801-09-30 15:42:00
"1512235","Atlantis","1000",53.4051861366234,4.2894739327291,"30/09/1801","17:38:00",5,180,1801-09-30 17:38:00
"1512236","Atlantis","1000",53.3936309569199,4.26617501014751,"30/09/1801","19:32:00",6,356,1801-09-30 19:32:00
"1512237","Atlantis","1000",53.355841866516,4.39583778709732,"30/09/1801","21:28:00",5,159,1801-09-30 21:28:00
"1512238","Atlantis","1000",53.2234248305834,4.38129454640485,"30/09/1801","23:24:00",6,181,1801-09-30 23:24:00
"1512239","Atlantis","1000",53.0655651656962,4.49305760519858,"01/10/1801"," 1:18:00",6,197,1801-10-01 01:18:00
"1512240","Atlantis","1000",52.92363798668,4.5444898406826,"01/10/1801"," 3:14:00",6,192,1801-10-01 03:14:00
"1512241","Atlantis","1000",52.8624327646787,4.49109413930867,"01/10/1801"," 5:08:00",6,315,1801-10-01 05:08:00
"1512242","Atlantis","1000",52.917895494231,4.66352581830509,"01/10/1801"," 7:04:00",10,35,1801-10-01 07:04:00
"1512243","Atlantis","1000",52.9525603733738,4.77155911312625,"01/10/1801"," 8:58:00",0,164,1801-10-01 08:58:00
"1512244","Atlantis","1000",53.0458838200402,4.84651307640691,"01/10/1801","10:54:00",0,21,1801-10-01 10:54:00
"1512245","Atlantis","1000",53.0423886302924,4.85602574569732,"01/10/1801","12:50:00",0,21,1801-10-01 12:50:00
"1512246","Atlantis","1000",53.0422707421188,4.85222774203494,"01/10/1801","14:44:00",0,21,1801-10-01 14:44:00
"1512247","Atlantis","1000",53.0387854943001,4.86357425378263,"01/10/1801","16:40:00",0,21,1801-10-01 16:40:00
"1512248","Atlantis","1000",53.0384856555746,4.85492216722667,"01/10/1801","18:34:00",0,21,1801-10-01 18:34:00
"755434","Atlantis","1004",53.0410637151897,4.858329753072,"04/05/1800","22:22:00",0,36,1800-05-04 22:22:00
"755435","Atlantis","1004",53.0398865111154,4.85689350460842,"04/05/1800","23:54:00",0,36,1800-05-04 23:54:00
"755436","Atlantis","1004",53.0438210933241,4.8530598966144,"05/05/1800"," 2:06:00",0,36,1800-05-05 02:06:00
"755437","Atlantis","1004",53.0425317819538,4.85701781604625,"05/05/1800"," 4:04:00",0,36,1800-05-05 04:04:00
"755438","Atlantis","1004",53.0468528502602,4.85965077394806,"05/05/1800"," 5:34:00",0,36,1800-05-05 05:34:00
"755439","Atlantis","1004",52.895218875133,4.57177000698354,"05/05/1800"," 9:30:00",13,253,1800-05-05 09:30:00
"755440","Atlantis","1004",52.8443452505716,4.32842034869175,"05/05/1800","11:16:00",7,36,1800-05-05 11:16:00
"755441","Atlantis","1004",52.8427088121311,4.27484300872404,"05/05/1800","13:44:00",7,103,1800-05-05 13:44:00
"755442","Atlantis","1004",52.8156396426102,4.28638469165098,"05/05/1800","15:08:00",7,198,1800-05-05 15:08:00
"755443","Atlantis","1004",52.9883903364171,4.28869952339493,"05/05/1800","17:36:00",7,7,1800-05-05 17:36:00
"755444","Atlantis","1004",52.9975110820504,4.22593754480313,"05/05/1800","19:04:00",6,196,1800-05-05 19:04:00
"755445","Atlantis","1004",53.0120883995886,4.18397610693797,"05/05/1800","21:20:00",7,160,1800-05-05 21:20:00
"755446","Atlantis","1004",52.8212061220631,4.1863530101832,"05/05/1800","23:12:00",7,200,1800-05-05 23:12:00
"755447","Atlantis","1004",52.7768871428445,4.28019045575429,"06/05/1800","00:46:00",7,143,1800-05-06 00:46:00
"755448","Atlantis","1004",52.6479988184483,4.25120409695804,"06/05/1800"," 3:08:00",7,20,1800-05-06 03:08:00
"755449","Atlantis","1004",52.7312412026022,4.27164341187105,"06/05/1800"," 4:46:00",7,184,1800-05-06 04:46:00
"755450","Atlantis","1004",52.7746488657403,4.23060119117331,"06/05/1800"," 6:36:00",7,276,1800-05-06 06:36:00
"755451","Atlantis","1004",52.8115275521972,4.20150245377421,"06/05/1800"," 8:42:00",7,304,1800-05-06 08:42:00
"755452","Atlantis","1004",52.9582336360016,4.13177466383577,"06/05/1800","10:32:00",1,33,1800-05-06 10:32:00
"755453","Atlantis","1004",52.8105765686468,4.02608461197093,"06/05/1800","12:36:00",6,185,1800-05-06 12:36:00
"755454","Atlantis","1004",52.6277495644484,3.92510407305416,"06/05/1800","14:20:00",7,195,1800-05-06 14:20:00
"755455","Atlantis","1004",52.6563245558548,3.9138392011011,"06/05/1800","16:08:00",7,283,1800-05-06 16:08:00
"755456","Atlantis","1004",52.6820222244021,3.96188473174162,"06/05/1800","18:14:00",7,24,1800-05-06 18:14:00
"755457","Atlantis","1004",52.7137377939639,3.97940136934072,"06/05/1800","20:18:00",7,248,1800-05-06 20:18:00
"755458","Atlantis","1004",52.6831122465655,3.94130963684246,"06/05/1800","21:52:00",7,21,1800-05-06 21:52:00
"755459","Atlantis","1004",52.5836684614932,3.81500060566608,"07/05/1800","00:18:00",7,272,1800-05-07 00:18:00
"755460","Atlantis","1004",52.6078598592002,3.79763066495769,"07/05/1800"," 1:58:00",7,3,1800-05-07 01:58:00
"755461","Atlantis","1004",52.6861749686715,3.94431631326955,"07/05/1800"," 3:42:00",8,235,1800-05-07 03:42:00
"755462","Atlantis","1004",52.781947661784,4.0400970756039,"07/05/1800"," 5:36:00",5,41,1800-05-07 05:36:00
"755463","Atlantis","1004",52.8244807097595,4.0866260997504,"07/05/1800"," 7:46:00",7,331,1800-05-07 07:46:00
"755464","Atlantis","1004",52.8752356817019,4.05530407363828,"07/05/1800"," 9:34:00",6,235,1800-05-07 09:34:00
"755465","Atlantis","1004",52.7391884190724,4.01452104163077,"07/05/1800","11:16:00",7,186,1800-05-07 11:16:00
"755466","Atlantis","1004",52.6217233637175,3.97294506056048,"07/05/1800","13:34:00",8,207,1800-05-07 13:34:00
"755467","Atlantis","1004",52.572891259009,3.90145046227984,"07/05/1800","15:32:00",7,20,1800-05-07 15:32:00
"759373","Atlantis","1004",52.694721649827,3.93952235780098,"07/05/1800","17:22:00",0,315,1800-05-07 17:22:00
"759374","Atlantis","1004",52.7403297130312,3.86636112119071,"08/05/1800"," 1:12:00",7,330,1800-05-08 01:12:00
"759375","Atlantis","1004",52.7663727129912,3.9763517176602,"08/05/1800"," 3:06:00",7,234,1800-05-08 03:06:00
"759376","Atlantis","1004",52.7820742196948,3.96445956499688,"08/05/1800"," 4:50:00",7,92,1800-05-08 04:50:00
"759377","Atlantis","1004",52.7694344382365,3.91430960608367,"08/05/1800"," 6:32:00",7,98,1800-05-08 06:32:00
"759378","Atlantis","1004",52.765488364893,3.99230497984216,"08/05/1800"," 8:58:00",8,66,1800-05-08 08:58:00
"759379","Atlantis","1004",52.7545567548112,3.90839323052764,"08/05/1800","10:48:00",7,291,1800-05-08 10:48:00
"759380","Atlantis","1004",52.8990048942389,3.90936921841651,"08/05/1800","12:28:00",7,129,1800-05-08 12:28:00
"759381","Atlantis","1004",52.9940440721009,3.98881037372164,"08/05/1800","14:10:00",8,188,1800-05-08 14:10:00
"759382","Atlantis","1004",52.813348988255,3.93535076831654,"08/05/1800","16:20:00",7,347,1800-05-08 16:20:00
"759383","Atlantis","1004",52.8572157871951,3.93399148480594,"08/05/1800","20:00:00",7,209,1800-05-08 20:00:00
"759384","Atlantis","1004",52.791672152814,3.89442145360261,"08/05/1800","22:16:00",7,2,1800-05-08 22:16:00
"759385","Atlantis","1004",52.737590528958,3.88779468375724,"09/05/1800","00:10:00",7,188,1800-05-09 00:10:00
"759386","Atlantis","1004",52.7510031365757,3.88584089571703,"09/05/1800"," 2:00:00",9,179,1800-05-09 02:00:00
"759387","Atlantis","1004",52.7731042947639,3.91580103338696,"09/05/1800"," 3:34:00",7,182,1800-05-09 03:34:00
"759388","Atlantis","1004",52.8288837654921,4.31737401986588,"09/05/1800"," 5:46:00",13,69,1800-05-09 05:46:00
"759389","Atlantis","1004",52.9568596659838,4.76728857636266,"09/05/1800"," 7:44:00",0,201,1800-05-09 07:44:00
"759390","Atlantis","1004",52.9570782294339,4.773146422741,"09/05/1800"," 9:20:00",0,201,1800-05-09 09:20:00
"759391","Atlantis","1004",53.0433751153802,4.84980009037722,"09/05/1800","11:22:00",0,30,1800-05-09 11:22:00
"759392","Atlantis","1004",53.0380895836716,4.85131246694084,"09/05/1800","13:44:00",0,30,1800-05-09 13:44:00
"759393","Atlantis","1004",53.0465337839322,4.85769998701475,"09/05/1800","15:18:00",1,220,1800-05-09 15:18:00
"759394","Atlantis","1004",53.0417720127171,4.84966114646476,"09/05/1800","17:26:00",0,220,1800-05-09 17:26:00
"759395","Atlantis","1004",53.0473312837742,4.8458476259904,"09/05/1800","19:10:00",0,220,1800-05-09 19:10:00
"1479869","Atlantis","1004",53.0392344388706,4.86036410922836,"05/09/1801","21:14:00",0,7,1801-09-05 21:14:00
"1479870","Atlantis","1004",53.0423659209642,4.84364130577725,"05/09/1801","23:10:00",0,7,1801-09-05 23:10:00
"1479871","Atlantis","1004",53.0457082244791,4.8539554268755,"06/09/1801"," 1:04:00",0,7,1801-09-06 01:04:00
"1479872","Atlantis","1004",53.0434592928099,4.84513566746563,"06/09/1801"," 3:00:00",0,7,1801-09-06 03:00:00
"1479873","Atlantis","1004",53.0451938302992,4.86182668678183,"06/09/1801"," 4:54:00",0,7,1801-09-06 04:54:00
"1479874","Atlantis","1004",53.0445346946493,4.8507873154683,"06/09/1801"," 6:50:00",0,7,1801-09-06 06:50:00
"1479875","Atlantis","1004",53.002573111725,4.703396786822,"06/09/1801"," 8:46:00",13,344,1801-09-06 08:46:00
"1479876","Atlantis","1004",53.4089336687778,5.0119606510736,"06/09/1801","10:40:00",14,21,1801-09-06 10:40:00
"1479877","Atlantis","1004",53.801261431986,5.27294915364497,"06/09/1801","12:36:00",13,19,1801-09-06 12:36:00
"1479878","Atlantis","1004",54.1545395930749,5.46871859058831,"06/09/1801","14:30:00",0,146,1801-09-06 14:30:00
"1479879","Atlantis","1004",54.3405738733252,5.50832696464471,"06/09/1801","16:26:00",2,352,1801-09-06 16:26:00
"1479880","Atlantis","1004",54.4102298285351,5.82043598877732,"06/09/1801","18:22:00",7,66,1801-09-06 18:22:00
"1479881","Atlantis","1004",54.426228788998,6.12755554681644,"06/09/1801","20:16:00",7,94,1801-09-06 20:16:00
"1479882","Atlantis","1004",54.4099782569995,6.43957572595962,"06/09/1801","22:12:00",7,105,1801-09-06 22:12:00
"1479883","Atlantis","1004",54.4076076412904,6.76971680895705,"07/09/1801","00: 6:00",7,83,1801-09-07 00:06:00
