"","VE_COU","VE_REF","SI_LATI","SI_LONG","SI_DATE","SI_TIME","SI_SP","SI_HE","SI_DATIM","HL_ID"
"5411","Atlantis","10",51.4470074356467,3.58908384016097,"NA                 ","NA                 ",0,298.459260965736,NA,53
"6210","Atlantis","10",51.4470660736584,3.58891026042762,"NA                 ","NA                 ",0,298.459285373773,NA,53
"7010","Atlantis","10",51.4471201947593,3.58875005161429,"NA                 ","NA                 ",0,298.459310214695,NA,53
"7911","Atlantis","10",51.4471717694722,3.58859738059656,"NA                 ","NA                 ",0,298.459345760342,NA,53
"2211","Atlantis","10",51.4472179667061,3.5885894618987,"NA                 ","NA                 ",0,96.3815947352728,NA,54
"319","Atlantis","10",51.4472078197648,3.5887350317552,"NA                 ","NA                 ",0,96.3815904878781,NA,54
"3912","Atlantis","10",51.4471971718405,3.58888778880309,"NA                 ","NA                 ",0,96.3815839599819,NA,54
"4712","Atlantis","10",51.4471856352476,3.58905329485165,"NA                 ","NA                 ",0,96.3815891685895,NA,54
"5412","Atlantis","10",51.4471752977335,3.589201598699,"NA                 ","NA                 ",0,96.3815809281225,NA,54
"6211","Atlantis","10",51.4471637611406,3.58936710474756,"NA                 ","NA                 ",0,96.3815843772966,NA,54
"7011","Atlantis","10",51.4471531132163,3.58951986179545,"NA                 ","NA                 ",0,96.381585748181,NA,54
"7912","Atlantis","10",51.447142966275,3.58966543165195,"NA                 ","NA                 ",0,96.3815777070517,NA,54
"2212","Atlantis","10",51.4435099622133,3.58393199587911,"NA                 ","NA                 ",0,157.563334668848,NA,57
"3110","Atlantis","10",51.4432858363217,3.58408047567475,"NA                 ","NA                 ",0,157.563230158233,NA,57
"3913","Atlantis","10",51.4430506447073,3.58423628633362,"NA                 ","NA                 ",0,157.563116635748,NA,57
"4713","Atlantis","10",51.4427958241586,3.58440510084548,"NA                 ","NA                 ",0,157.563016575363,NA,57
"5413","Atlantis","10",51.4425674888919,3.58455636928442,"NA                 ","NA                 ",0,157.562902796929,NA,57
"6212","Atlantis","10",51.4423126683432,3.58472518379628,"NA                 ","NA                 ",0,157.562799444905,NA,57
"7012","Atlantis","10",51.4420774767288,3.58488099445515,"NA                 ","NA                 ",0,157.562700669451,NA,57
"7913","Atlantis","10",51.4418533508371,3.58502947425079,"NA                 ","NA                 ",0,157.562589082007,NA,57
"2213","Atlantis","10",51.4422610911189,3.58642801686979,"NA                 ","NA                 ",0,49.443521857173,NA,58
"3111","Atlantis","10",51.4428508616569,3.58753369233993,"NA                 ","NA                 ",0,49.4431259644638,NA,58
"3914","Atlantis","10",51.4434697508176,3.58869395810375,"NA                 ","NA                 ",0,49.4426885136104,NA,58
"4714","Atlantis","10",51.4441402920523,3.58995105886933,"NA                 ","NA                 ",0,49.4423455936371,NA,58
"5414","Atlantis","10",51.4447411392465,3.59107750036,"NA                 ","NA                 ",0,49.4419004884869,NA,58
"6213","Atlantis","10",51.4454116804812,3.59233460112558,"NA                 ","NA                 ",0,49.4415387328444,NA,58
"7013","Atlantis","10",51.4460305696419,3.5934948668894,"NA                 ","NA                 ",0,49.4411854829623,NA,58
"7914","Atlantis","10",51.4466203401799,3.59460054235954,"NA                 ","NA                 ",0,49.4407490860348,NA,58
"2214","Atlantis","10",51.446966755835,3.59526987679553,"NA                 ","NA                 ",0,228.457466492451,NA,59
"3112","Atlantis","10",51.4466876365506,3.59476443280641,"NA                 ","NA                 ",0,228.457654380932,NA,59
"3915","Atlantis","10",51.4463947363657,3.59423403363237,"NA                 ","NA                 ",0,228.457861724642,NA,59
"4715","Atlantis","10",51.446077390928,3.59365936769934,"NA                 ","NA                 ",0,228.458025743782,NA,59
"5415","Atlantis","10",51.4457930294213,3.59314443081601,"NA                 ","NA                 ",0,228.458236469224,NA,59
"6214","Atlantis","10",51.4454756839836,3.59256976488298,"NA                 ","NA                 ",0,228.458409188789,NA,59
"7014","Atlantis","10",51.4451827837987,3.59203936570895,"NA                 ","NA                 ",0,228.458577553899,NA,59
"7915","Atlantis","10",51.4449036645143,3.59153392171982,"NA                 ","NA                 ",0,228.458784141525,NA,59
"2215","Atlantis","10",51.4444044665842,3.59143616114104,"NA                 ","NA                 ",0,122.913373999373,NA,60
"3113","Atlantis","10",51.4442359257799,3.59185393748028,"NA                 ","NA                 ",0,122.913267096819,NA,60
"3916","Atlantis","10",51.4440590636442,3.5922923406071,"NA                 ","NA                 ",0,122.913147343124,NA,60
"4716","Atlantis","10",51.4438674407134,3.59276733256458,"NA                 ","NA                 ",0,122.913062676137,NA,60
"5416","Atlantis","10",51.4436957344941,3.59319295528577,"NA                 ","NA                 ",0,122.912939407899,NA,60
"6215","Atlantis","10",51.4435041115633,3.59366794724325,"NA                 ","NA                 ",0,122.912848269823,NA,60
"7015","Atlantis","10",51.4433272494276,3.59410635037007,"NA                 ","NA                 ",0,122.912757498105,NA,60
"7916","Atlantis","10",51.4431587086233,3.59452412670931,"NA                 ","NA                 ",0,122.912636687506,NA,60
"2216","Atlantis","10",51.4431924865193,3.59536051706544,"NA                 ","NA                 ",0,46.1662995518181,NA,61
"3114","Atlantis","10",51.4433913179458,3.59569278105757,"NA                 ","NA                 ",0,46.166165431704,NA,61
"3917","Atlantis","10",51.4435999662364,3.59604144985327,"NA                 ","NA                 ",0,46.1660178156264,NA,61
"4717","Atlantis","10",51.4438260281734,3.5964192183126,"NA                 ","NA                 ",0,46.1658988339772,NA,61
"5417","Atlantis","10",51.4440285939122,3.59675772265379,"NA                 ","NA                 ",0,46.1657491483574,NA,61
"6216","Atlantis","10",51.4442546558492,3.59713549111312,"NA                 ","NA                 ",0,46.1656242863921,NA,61
"7016","Atlantis","10",51.4444633041398,3.59748415990882,"NA                 ","NA                 ",0,46.1655029934375,NA,61
"7917","Atlantis","10",51.4446621355663,3.59781642390095,"NA                 ","NA                 ",0,46.1653562279447,NA,61
"2217","Atlantis","10",51.4195955455672,3.64041169549037,"NA                 ","NA                 ",7,134.187658398404,NA,62
"321","Atlantis","10",51.3968505483152,3.67790532599695,"NA                 ","NA                 ",7,134.735699404868,NA,62
"432","Atlantis","10",51.3709967692758,3.71969124148378,"NA                 ","NA                 ",7,136.404172962742,NA,62
"572","Atlantis","10",51.3458444833875,3.75802306792708,"NA                 ","NA                 ",7,297.91730766727,NA,62
"818","Atlantis","10",51.3558196523235,3.72786468593435,"NA                 ","NA                 ",7,309.558242347601,NA,62
"887","Atlantis","10",51.3785495476706,3.68376379199623,"NA                 ","NA                 ",7,310.326011067856,NA,62
"935","Atlantis","10",51.4018553653839,3.63973794502635,"NA                 ","NA                 ",7,310.703896609746,NA,62
"971","Atlantis","10",51.4251660900882,3.59626519826118,"NA                 ","NA                 ",7,310.929082297984,NA,62
"612","Atlantis","10",51.5891815333966,2.94128178036405,"NA                 ","NA                 ",7,68.1374052368741,NA,65
"123","Atlantis","10",51.5982531400327,2.97770168428279,"NA                 ","NA                 ",7,78.6588805347247,NA,65
"214","Atlantis","10",51.6035080626679,3.019946495369,"NA                 ","NA                 ",7,104.344745867596,NA,65
"363","Atlantis","10",51.5970301485078,3.06068073275556,"NA                 ","NA                 ",7,178.864356709901,NA,65
"613","Atlantis","10",51.575839024048,3.061356666671,"NA                 ","NA                 ",7,284.296891161518,NA,65
"7918","Atlantis","10",51.5817872089156,3.02375666991709,"NA                 ","NA                 ",7,316.990010984704,NA,65
"888","Atlantis","10",51.5996524362285,2.99692224476767,"NA                 ","NA                 ",7,328.001238407596,NA,65
"9510","Atlantis","10",51.6228922746388,2.97353015965848,"NA                 ","NA                 ",7,333.949616596772,NA,65
"819","Atlantis","10",51.6748344650293,2.93561570435061,"NA                 ","NA                 ",10,343.401814843195,NA,66
"2218","Atlantis","10",51.7065660754229,2.92035191503996,"NA                 ","NA                 ",10,62.0904568156308,NA,66
"573","Atlantis","10",51.7204978141085,2.96283200141993,"NA                 ","NA                 ",10,25.6917772338506,NA,66
"739","Atlantis","10",51.7475788032988,2.98387665657736,"NA                 ","NA                 ",10,3.04345130651626,NA,66
"825","Atlantis","10",51.7817145446038,2.98681032335519,"NA                 ","NA                 ",10,356.212524218767,NA,66
"889","Atlantis","10",51.8147590438167,2.98327175871502,"NA                 ","NA                 ",10,352.86846656115,NA,66
"936","Atlantis","10",51.8496577045236,2.97620328032459,"NA                 ","NA                 ",10,350.803189877398,NA,66
"972","Atlantis","10",51.8829227846018,2.96747790045095,"NA                 ","NA                 ",10,349.496377775867,NA,66
"42","Atlantis","10",51.939372245863,2.95013381695608,"NA                 ","NA                 ",10,349.120265212859,NA,67
"99","Atlantis","10",51.9791306301822,2.93772725959237,"NA                 ","NA                 ",10,349.090068571778,NA,67
"146","Atlantis","10",52.0106582390762,2.92785421234524,"NA                 ","NA                 ",10,348.736430944915,NA,67
"205","Atlantis","10",52.0387437260901,2.9187609331082,"NA                 ","NA                 ",10,344.503620869858,NA,67
"364","Atlantis","10",52.071703744403,2.90389349854416,"NA                 ","NA                 ",10,215.472908166206,NA,67
"652","Atlantis","10",52.046374255513,2.87455041152793,"NA                 ","NA                 ",10,242.676410220228,NA,67
"826","Atlantis","10",52.0318331714362,2.82883162816038,"NA                 ","NA                 ",10,286.617595758855,NA,67
"937","Atlantis","10",52.041115034505,2.7782105108616,"NA                 ","NA                 ",10,304.405070810273,NA,67
"614","Atlantis","10",52.0751646971522,2.70354573302441,"NA                 ","NA                 ",6.5,310.199169486487,NA,69
"124","Atlantis","10",52.0909721224212,2.67309250393053,"NA                 ","NA                 ",6.5,310.963216764566,NA,69
"191","Atlantis","10",52.1053580004234,2.64610817881859,"NA                 ","NA                 ",6.5,310.739868083491,NA,69
"3115","Atlantis","10",52.1210531837869,2.61642391127131,"NA                 ","NA                 ",6.5,277.036010559781,NA,69
"615","Atlantis","10",52.1236978005655,2.5814553887267,"NA                 ","NA                 ",6.5,241.15303913433,NA,69
"784","Atlantis","10",52.1118850808412,2.54654984251756,"NA                 ","NA                 ",6.5,250.500957340176,NA,69
"875","Atlantis","10",52.1044829878947,2.51253916170812,"NA                 ","NA                 ",6.5,256.344067484944,NA,69
"9413","Atlantis","10",52.0989518708758,2.47551850930071,"NA                 ","NA                 ",6.5,260.392926998811,NA,69
"105","Atlantis","10",52.0932461806969,2.38312897507042,"NA                 ","NA                 ",10,324.685281112762,NA,70
"342","Atlantis","10",52.1140175622354,2.35916401905909,"NA                 ","NA                 ",10,66.070476512143,NA,70
"581","Atlantis","10",52.1260787816451,2.40346671086319,"NA                 ","NA                 ",10,175.879174565559,NA,70
"761","Atlantis","10",52.0954633215929,2.40705706344855,"NA                 ","NA                 ",10,203.245875718771,NA,70
"842","Atlantis","10",52.0638689807206,2.38498354009768,"NA                 ","NA                 ",10,209.107860750483,NA,70
"895","Atlantis","10",52.0371305851903,2.36078487563745,"NA                 ","NA                 ",10,211.966499123386,NA,70
"938","Atlantis","10",52.0114510569811,2.33475143009522,"NA                 ","NA                 ",10,213.987312269769,NA,70
"973","Atlantis","10",51.9816762378093,2.30216447395499,"NA                 ","NA                 ",10,215.453348981191,NA,70
"513","Atlantis","10",51.9233240021511,2.23353118618281,"NA                 ","NA                 ",10,216.997978796066,NA,71
"910","Atlantis","10",51.8941043351718,2.19786060199485,"NA                 ","NA                 ",10,217.930577686231,NA,71
"157","Atlantis","10",51.8570663519005,2.15113676497312,"NA                 ","NA                 ",10,219.203793436985,NA,71
"215","Atlantis","10",51.8273177306591,2.11188269983412,"NA                 ","NA                 ",10,220.90789564103,NA,71
"293","Atlantis","10",51.7973187959803,2.06986338963121,"NA                 ","NA                 ",10,223.715716490585,NA,71
"421","Atlantis","10",51.7666255522617,2.02245717696968,"NA                 ","NA                 ",10,222.933331654121,NA,71
"681","Atlantis","10",51.7367035934267,1.97751812911909,"NA                 ","NA                 ",10,199.953744507403,NA,71
"896","Atlantis","10",51.6989296228694,1.95539250796896,"NA                 ","NA                 ",10,195.957877471274,NA,71
"616","Atlantis","10",51.6382877721035,1.92736840699354,"NA                 ","NA                 ",5.5,196.258058833734,NA,72
"114","Atlantis","10",51.6209572333541,1.91922817377053,"NA                 ","NA                 ",5.5,196.579123461759,NA,72
"192","Atlantis","10",51.5994423211306,1.90891641578977,"NA                 ","NA                 ",5.5,197.285880117088,NA,72
"294","Atlantis","10",51.5812991199525,1.89983059034154,"NA                 ","NA                 ",5.5,199.850840124932,NA,72
"522","Atlantis","10",51.5614004794338,1.88827521014208,"NA                 ","NA                 ",5.5,201.012704858698,NA,72
"762","Atlantis","10",51.5419504055907,1.87626299138758,"NA                 ","NA                 ",5.5,198.382710138992,NA,72
"876","Atlantis","10",51.5226726076176,1.86596693055465,"NA                 ","NA                 ",5.5,197.551673919932,NA,72
"9414","Atlantis","10",51.5044510909145,1.85670812464676,"NA                 ","NA                 ",5.5,197.149146369752,NA,72
"820","Atlantis","10",51.4595964378894,1.83389226907771,"NA                 ","NA                 ",6,200.02801911546,NA,73
"167","Atlantis","10",51.4356510894815,1.81989090771064,"NA                 ","NA                 ",6,202.992293924786,NA,73
"274","Atlantis","10",51.4104527910412,1.80274984879981,"NA                 ","NA                 ",6,211.844132973083,NA,73
"49","Atlantis","10",51.3889653133723,1.78136543727986,"NA                 ","NA                 ",6,11.4024921579995,NA,73
"7310","Atlantis","10",51.4138605228303,1.78941580349721,"NA                 ","NA                 ",6,21.0776115440332,NA,73
"827","Atlantis","10",51.4373353904349,1.80393046190925,"NA                 ","NA                 ",6,23.2237832983826,NA,73
"897","Atlantis","10",51.4612370370311,1.82039238083711,"NA                 ","NA                 ",6,24.5907871265154,NA,73
"9511","Atlantis","10",51.4857737052652,1.83842588505898,"NA                 ","NA                 ",6,25.5836805747448,NA,73
"727","Atlantis","10",51.5366234366396,1.87779387519567,"NA                 ","NA                 ",6.5,25.4719217542158,NA,74
"135","Atlantis","10",51.5598152784719,1.89556559916036,"NA                 ","NA                 ",6.5,24.9108007765506,NA,74
"2219","Atlantis","10",51.5868441792492,1.91576974637363,"NA                 ","NA                 ",6.5,23.4011255886579,NA,74
"372","Atlantis","10",51.6122615419273,1.93348407431468,"NA                 ","NA                 ",6.5,212.425466046035,NA,74
"672","Atlantis","10",51.5966323272854,1.91750249455364,"NA                 ","NA                 ",6.5,206.154300884336,NA,74
"785","Atlantis","10",51.5711753807526,1.89739071432111,"NA                 ","NA                 ",6.5,205.25740051091,NA,74
"877","Atlantis","10",51.5433568827942,1.87628911392041,"NA                 ","NA                 ",6.5,204.661709900562,NA,74
"9415","Atlantis","10",51.5176675438312,1.85733557521998,"NA                 ","NA                 ",6.5,204.209581314852,NA,74
"514","Atlantis","10",51.4776259807754,1.82827644594878,"NA                 ","NA                 ",6,206.166822798084,NA,75
"115","Atlantis","10",51.4610835898273,1.81523147937276,"NA                 ","NA                 ",6,219.176969202052,NA,75
"295","Atlantis","10",51.4484139591887,1.79866640370102,"NA                 ","NA                 ",6,9.81406530584997,NA,75
"454","Atlantis","10",51.4658600475821,1.80351067891183,"NA                 ","NA                 ",6,17.7204984482591,NA,75
"562","Atlantis","10",51.4825756293863,1.81208762027473,"NA                 ","NA                 ",6,26.742386402625,NA,75
"7311","Atlantis","10",51.4988132754915,1.82523092346508,"NA                 ","NA                 ",6,174.839475088664,NA,75
"904","Atlantis","10",51.4820854213066,1.82765679165919,"NA                 ","NA                 ",6,187.656521491711,NA,75
"966","Atlantis","10",51.4637874750802,1.82370848236496,"NA                 ","NA                 ",6,189.47204391124,NA,75
"617","Atlantis","10",51.4250912037577,1.81277099753234,"NA                 ","NA                 ",5.5,191.290926073399,NA,76
"125","Atlantis","10",51.4018738041133,1.80534069604167,"NA                 ","NA                 ",5.5,192.572066143794,NA,76
"206","Atlantis","10",51.376259587754,1.79618940669636,"NA                 ","NA                 ",5.5,194.471267575093,NA,76
"296","Atlantis","10",51.3545769661917,1.78722891187607,"NA                 ","NA                 ",5.5,202.012207326746,NA,76
"5418","Atlantis","10",51.3323073073975,1.77282005723227,"NA                 ","NA                 ",5.5,7.51701294652327,NA,76
"763","Atlantis","10",51.3561783719977,1.77786413404218,"NA                 ","NA                 ",5.5,13.9671677146338,NA,76
"864","Atlantis","10",51.3796281050854,1.78720872620325,"NA                 ","NA                 ",5.5,16.0522608694237,NA,76
"9416","Atlantis","10",51.403788108627,1.79835246661946,"NA                 ","NA                 ",5.5,17.4426794037898,NA,76
"515","Atlantis","10",51.4383637116139,1.81618819296893,"NA                 ","NA                 ",5,19.936127662946,NA,77
"116","Atlantis","10",51.4529692373546,1.82468951460873,"NA                 ","NA                 ",5,25.7333771851634,NA,77
"2220","Atlantis","10",51.4653152005451,1.83424147291835,"NA                 ","NA                 ",5,172.109392640864,NA,77
"442","Atlantis","10",51.4533952629198,1.83689256744612,"NA                 ","NA                 ",5,188.029827611141,NA,77
"563","Atlantis","10",51.4389069012487,1.83361367745341,"NA                 ","NA                 ",5,192.281779782827,NA,77
"786","Atlantis","10",51.4264236975665,1.82925518580056,"NA                 ","NA                 ",5,8.1230086839056,NA,77
"905","Atlantis","10",51.4401624523155,1.8324011028637,"NA                 ","NA                 ",5,9.49508408612189,NA,77
"967","Atlantis","10",51.4554329900928,1.83649993390808,"NA                 ","NA                 ",5,9.87929792381539,NA,77
"915","Atlantis","10",51.4917821683601,1.84635244823979,"NA                 ","NA                 ",6,210.136043557028,NA,78
"3116","Atlantis","10",51.485456062957,1.84045511448566,"NA                 ","NA                 ",6,194.063974002827,NA,78
"406","Atlantis","10",51.465011096713,1.83223401258828,"NA                 ","NA                 ",6,193.611345632429,NA,78
"484","Atlantis","10",51.4434562423614,1.82386047552623,"NA                 ","NA                 ",6,193.53785827726,NA,78
"564","Atlantis","10",51.4219301805742,1.81554891744367,"NA                 ","NA                 ",6,193.824478288262,NA,78
"662","Atlantis","10",51.3997598075359,1.80680443955471,"NA                 ","NA                 ",6,227.136757010119,NA,78
"8810","Atlantis","10",51.3977732924501,1.80337374743305,"NA                 ","NA                 ",6,10.364824478371,NA,78
"9512","Atlantis","10",51.4185780093444,1.80947549211828,"NA                 ","NA                 ",6,10.8738735982964,NA,78
"916","Atlantis","10",51.4753561530129,1.82996123715887,"NA                 ","NA                 ",7.5,59.579091657091,NA,79
"304","Atlantis","10",51.48907325361,1.86749496555452,"NA                 ","NA                 ",7.5,145.324757944795,NA,79
"443","Atlantis","10",51.46019005833,1.89955968407082,"NA                 ","NA                 ",7.5,147.095800463641,NA,79
"553","Atlantis","10",51.4292194852903,1.93169561146274,"NA                 ","NA                 ",7.5,139.921572073982,NA,79
"653","Atlantis","10",51.4023355386287,1.96794866412532,"NA                 ","NA                 ",7.5,124.789521661561,NA,79
"753","Atlantis","10",51.3830658613426,2.01237054812977,"NA                 ","NA                 ",7.5,99.1764968495015,NA,79
"855","Atlantis","10",51.3776075622857,2.06637941987569,"NA                 ","NA                 ",7.5,71.6037484296205,NA,79
"9417","Atlantis","10",51.3896257319878,2.12435638523024,"NA                 ","NA                 ",7.5,55.0169800834095,NA,79
"618","Atlantis","10",51.4275434918429,2.20624477902662,"NA                 ","NA                 ",6.5,55.2095109200365,NA,80
"126","Atlantis","10",51.4460547824329,2.2490122687798,"NA                 ","NA                 ",6.5,59.2446005704021,NA,80
"183","Atlantis","10",51.4607768383862,2.28873863714271,"NA                 ","NA                 ",6.5,63.5868933563512,NA,80
"253","Atlantis","10",51.4738110592798,2.33089399920785,"NA                 ","NA                 ",6.5,68.4073350381941,NA,80
"331","Atlantis","10",51.484189937102,2.37303572399053,"NA                 ","NA                 ",6.5,73.6791662834505,NA,80
"444","Atlantis","10",51.492628637735,2.41937312848413,"NA                 ","NA                 ",6.5,73.836037213396,NA,80
"682","Atlantis","10",51.5011297742472,2.46654199529531,"NA                 ","NA                 ",6.5,309.485667703331,NA,80
"917","Atlantis","10",51.5200085724044,2.42970662496377,"NA                 ","NA                 ",6.5,303.53825838871,NA,80
"516","Atlantis","10",51.544186824282,2.37082268139879,"NA                 ","NA                 ",3,301.342381733468,NA,81
"918","Atlantis","10",51.5503775103773,2.35447276247752,"NA                 ","NA                 ",3,298.002267202737,NA,81
"158","Atlantis","10",51.556758328762,2.33516819036854,"NA                 ","NA                 ",3,288.692880598604,NA,81
"242","Atlantis","10",51.560653039871,2.31664525371804,"NA                 ","NA                 ",3,205.076770651172,NA,81
"445","Atlantis","10",51.5517278386729,2.30992876009734,"NA                 ","NA                 ",3,150.815360421766,NA,81
"554","Atlantis","10",51.5410574430063,2.31951068123154,"NA                 ","NA                 ",3,143.145685928834,NA,81
"654","Atlantis","10",51.5306964048659,2.33199410656941,"NA                 ","NA                 ",3,137.427735679087,NA,81
"772","Atlantis","10",51.5203542799481,2.34726149181014,"NA                 ","NA                 ",3,100.175325653814,NA,81
"193","Atlantis","10",51.5120879589268,2.32538762843247,"NA                 ","NA                 ",3,231.516829158004,NA,82
"297","Atlantis","10",51.4949203575992,2.29071083389133,"NA                 ","NA                 ",3,228.229320024648,NA,82
"365","Atlantis","10",51.4795268148381,2.26304385117807,"NA                 ","NA                 ",3,226.459006970154,NA,82
"433","Atlantis","10",51.4626373331253,2.23452383809344,"NA                 ","NA                 ",3,224.884212037635,NA,82
"517","Atlantis","10",51.4429450685023,2.20306412332626,"NA                 ","NA                 ",3,223.277776080938,NA,82
"582","Atlantis","10",51.4266346290268,2.17843635934384,"NA                 ","NA                 ",3,220.815797661444,NA,82
"683","Atlantis","10",51.4071450165394,2.15145628756261,"NA                 ","NA                 ",3,181.186648849469,NA,82
"919","Atlantis","10",51.3959142353963,2.15108343935834,"NA                 ","NA                 ",3,54.1833508015991,NA,82
"117","Atlantis","10",51.4301052788398,2.22596229393461,"NA                 ","NA                 ",6,74.093165991656,NA,83
"373","Atlantis","10",51.4370730463461,2.26522039718039,"NA                 ","NA                 ",6,207.620012814363,NA,83
"555","Atlantis","10",51.4103735938885,2.24282494563002,"NA                 ","NA                 ",6,214.773422363393,NA,83
"663","Atlantis","10",51.3833671270649,2.21278400718121,"NA                 ","NA                 ",6,216.440699980041,NA,83
"742","Atlantis","10",51.3592755852687,2.18430114222184,"NA                 ","NA                 ",6,217.182272028617,NA,83
"8110","Atlantis","10",51.335433394435,2.15535741917502,"NA                 ","NA                 ",6,217.612244770286,NA,83
"8811","Atlantis","10",51.3092598483564,2.12310448344576,"NA                 ","NA                 ",6,217.855133898102,NA,83
"9418","Atlantis","10",51.2851482401324,2.09314645228741,"NA                 ","NA                 ",6,217.97931650635,NA,83
"518","Atlantis","10",51.2439625330956,2.04212785486628,"NA                 ","NA                 ",6.5,215.639170580411,NA,84
"118","Atlantis","10",51.2265825756457,2.02223203902399,"NA                 ","NA                 ",6.5,194.996523510379,NA,84
"3117","Atlantis","10",51.2109387549268,2.0155425232901,"NA                 ","NA                 ",6.5,51.3814338833755,NA,84
"446","Atlantis","10",51.2239086744704,2.04147336579528,"NA                 ","NA                 ",6.5,45.3909827691995,NA,84
"5419","Atlantis","10",51.2393449064211,2.06647231301613,"NA                 ","NA                 ",6.5,41.4327369248936,NA,84
"643","Atlantis","10",51.2548931794727,2.08840264885308,"NA                 ","NA                 ",6.5,14.477351502674,NA,84
"856","Atlantis","10",51.2691639235199,2.09429190252094,"NA                 ","NA                 ",6.5,240.471258826952,NA,84
"9513","Atlantis","10",51.2582804909207,2.06360079801762,"NA                 ","NA                 ",6.5,235.008889635606,NA,84
"519","Atlantis","10",51.3336607638984,2.22822132857179,"NA                 ","NA                 ",4,98.1390383394275,NA,86
"106","Atlantis","10",51.3302798543159,2.26598771104413,"NA                 ","NA                 ",4,96.4748393217383,NA,86
"159","Atlantis","10",51.3278888452763,2.29963573696313,"NA                 ","NA                 ",4,94.1424341521312,NA,86
"2221","Atlantis","10",51.3260392185852,2.340348562195,"NA                 ","NA                 ",4,90.8449907660994,NA,86
"298","Atlantis","10",51.3257215397934,2.37428505411787,"NA                 ","NA                 ",4,86.1572240439098,NA,86
"38","Atlantis","10",51.3271808592892,2.40917694570008,"NA                 ","NA                 ",4,77.8277278963536,NA,86
"5110","Atlantis","10",51.3320385767402,2.44526220424829,"NA                 ","NA                 ",4,62.5120021824563,NA,86
"7111","Atlantis","10",51.3426499722131,2.47792542699389,"NA                 ","NA                 ",4,57.9052362817049,NA,86
"305","Atlantis","10",51.361595069591,2.53755915684557,"NA                 ","NA                 ",3.5,61.8075467488202,NA,87
"50","Atlantis","10",51.3707708761461,2.56498954654793,"NA                 ","NA                 ",3.5,63.621297493857,NA,87
"632","Atlantis","10",51.3798522427578,2.59433929371153,"NA                 ","NA                 ",3.5,65.2866502841723,NA,87
"728","Atlantis","10",51.3879572133019,2.622571331749,"NA                 ","NA                 ",3.5,66.3964523937344,NA,87
"7919","Atlantis","10",51.3954374796724,2.65001956412045,"NA                 ","NA                 ",3.5,67.2009485871006,NA,87
"857","Atlantis","10",51.4027466656194,2.67790569510775,"NA                 ","NA                 ",3.5,67.8646350980193,NA,87
"9110","Atlantis","10",51.4109467212167,2.71024264515711,"NA                 ","NA                 ",3.5,68.4120632448985,NA,87
"968","Atlantis","10",51.418503262643,2.74088192004486,"NA                 ","NA                 ",3.5,68.8208571896564,NA,87
"619","Atlantis","10",51.432449331977,2.79803380486718,"NA                 ","NA                 ",5.5,65.6163614791254,NA,88
"1510","Atlantis","10",51.4408945437488,2.82793794581874,"NA                 ","NA                 ",5.5,275.467143116053,NA,88
"366","Atlantis","10",51.4420429520922,2.80866120177382,"NA                 ","NA                 ",5.5,256.499904862416,NA,88
"455","Atlantis","10",51.437372269631,2.77747998803157,"NA                 ","NA                 ",5.5,254.811609219785,NA,88
"533","Atlantis","10",51.431989388605,2.74570107359794,"NA                 ","NA                 ",5.5,253.504517164837,NA,88
"6217","Atlantis","10",51.425602656494,2.71113927345336,"NA                 ","NA                 ",5.5,251.529409145227,NA,88
"729","Atlantis","10",51.4194545710819,2.68164186928606,"NA                 ","NA                 ",5.5,125.243979391111,NA,88
"939","Atlantis","10",51.4166926413691,2.68790926809247,"NA                 ","NA                 ",5.5,78.8317702301778,NA,88
"730","Atlantis","10",51.4244989868684,2.75398261084055,"NA                 ","NA                 ",6.5,84.9525278308247,NA,89
"1511","Atlantis","10",51.4262191365113,2.7852930629269,"NA                 ","NA                 ",6.5,101.504682037855,NA,89
"332","Atlantis","10",51.4220579664231,2.81804247620535,"NA                 ","NA                 ",6.5,70.5437639807203,NA,89
"7210","Atlantis","10",51.4268293418494,2.83971382836989,"NA                 ","NA                 ",6.5,43.1725370681207,NA,89
"828","Atlantis","10",51.4428921235724,2.8638947093087,"NA                 ","NA                 ",6.5,44.6483813349979,NA,89
"8812","Atlantis","10",51.4573349235024,2.88679452811889,"NA                 ","NA                 ",6.5,45.598523029913,NA,89
"9310","Atlantis","10",51.4725386798362,2.91172263849778,"NA                 ","NA                 ",6.5,46.29772070689,NA,89
"974","Atlantis","10",51.4869694398066,2.935975924477,"NA                 ","NA                 ",6.5,46.7945302062389,NA,89
"520","Atlantis","10",51.5148143121442,2.98326955803542,"NA                 ","NA                 ",7.5,44.7398137876451,NA,90
"107","Atlantis","10",51.5302263388006,3.0078237792129,"NA                 ","NA                 ",7.5,40.0302115514442,NA,90
"194","Atlantis","10",51.5478724362349,3.03166308829333,"NA                 ","NA                 ",7.5,287.300659918046,NA,90
"414","Atlantis","10",51.5513028648653,3.01394447568185,"NA                 ","NA                 ",7.5,239.590735873952,NA,90
"534","Atlantis","10",51.5400965659468,2.98325669592147,"NA                 ","NA                 ",7.5,233.416465297953,NA,90
"664","Atlantis","10",51.5268340433613,2.95454326371511,"NA                 ","NA                 ",7.5,102.047473733019,NA,90
"898","Atlantis","10",51.5246940423993,2.97065102880562,"NA                 ","NA                 ",7.5,64.6740413620516,NA,90
"9514","Atlantis","10",51.5330638679442,2.99909352982954,"NA                 ","NA                 ",7.5,62.6232937180385,NA,90
