"","VE_COU","VE_REF","SI_LATI","SI_LONG","SI_DATE","SI_TIME","SI_SP","SI_HE","SI_DATIM","HL_ID"
"710","Atlantis","10",51.5921992649867,2.90691389442711,"NA                 ","NA                 ",7,309.888366563184,NA,19
"16","Atlantis","10",51.612306700815,2.86815934132051,"NA                 ","NA                 ",7,276.324476980657,NA,19
"282","Atlantis","10",51.615539725598,2.8210446272726,"NA                 ","NA                 ",7,235.291245350719,NA,19
"41","Atlantis","10",51.5980309799267,2.78036776500414,"NA                 ","NA                 ",7,209.190777628442,NA,19
"531","Atlantis","10",51.5719121443596,2.75689270521649,"NA                 ","NA                 ",7,185.30364920127,NA,19
"67","Atlantis","10",51.5414295826333,2.75234292136182,"NA                 ","NA                 ",7,130.685666893619,NA,19
"832","Atlantis","10",51.5237199068605,2.78544274922618,"NA                 ","NA                 ",7,74.6324525672839,NA,19
"945","Atlantis","10",51.5324959397904,2.83683991947561,"NA                 ","NA                 ",7,58.674026304408,NA,19
"64","Atlantis","10",51.561529464133,2.90705724899312,"NA                 ","NA                 ",7,49.2131200311583,NA,20
"121","Atlantis","10",51.5746588334007,2.93154744419966,"NA                 ","NA                 ",7,17.6201584184309,NA,20
"301","Atlantis","10",51.5929334138044,2.9408903583399,"NA                 ","NA                 ",7,264.515571026057,NA,20
"451","Atlantis","10",51.590746743699,2.90432815237604,"NA                 ","NA                 ",7,250.784756822194,NA,20
"56","Atlantis","10",51.5834985670001,2.87088212154407,"NA                 ","NA                 ",7,238.600304569039,NA,20
"706","Atlantis","10",51.5722806199788,2.84132252267826,"NA                 ","NA                 ",7,120.553867626117,NA,20
"891","Atlantis","10",51.5631708315536,2.8661398436365,"NA                 ","NA                 ",7,88.156907708075,NA,20
"952","Atlantis","10",51.5638105371982,2.8983390973349,"NA                 ","NA                 ",7,84.2180197009841,NA,20
"51","Atlantis","10",51.5685438325653,2.96820818446556,"NA                 ","NA                 ",7,83.9097403780434,NA,21
"11","Atlantis","10",51.570876984508,3.00346952782025,"NA                 ","NA                 ",7,86.0179104216133,NA,21
"25","Atlantis","10",51.5724014223697,3.03882634334442,"NA                 ","NA                 ",7,266.550026704853,NA,21
"48","Atlantis","10",51.5712348141474,3.00780136419531,"NA                 ","NA                 ",7,277.990039006788,NA,21
"627","Atlantis","10",51.5742401757193,2.97329241203134,"NA                 ","NA                 ",7,327.639097160955,NA,21
"80","Atlantis","10",51.5893708578177,2.95785946049412,"NA                 ","NA                 ",7,40.4326495169069,NA,21
"901","Atlantis","10",51.6059022907444,2.98054214135047,"NA                 ","NA                 ",7,53.3460368523662,NA,21
"962","Atlantis","10",51.6193421730519,3.00963954100231,"NA                 ","NA                 ",7,57.6831813409992,NA,21
"65","Atlantis","10",51.643224403163,3.06964218956737,"NA                 ","NA                 ",6.5,51.2932161950055,NA,22
"122","Atlantis","10",51.6569511607697,3.09726074063986,"NA                 ","NA                 ",6.5,36.9419981346725,NA,22
"227","Atlantis","10",51.6747084921813,3.11879578368602,"NA                 ","NA                 ",6.5,330.522525622203,NA,22
"401","Atlantis","10",51.691667364506,3.10333079211022,"NA                 ","NA                 ",6.5,271.962932458227,NA,22
"55","Atlantis","10",51.6924614500194,3.06567033450651,"NA                 ","NA                 ",6.5,242.931743982912,NA,22
"707","Atlantis","10",51.6825485730974,3.03439732578238,"NA                 ","NA                 ",6.5,172.855931872011,NA,22
"862","Atlantis","10",51.6616720295974,3.03861559539397,"NA                 ","NA                 ",6.5,130.086015973804,NA,22
"946","Atlantis","10",51.6477374150869,3.06529188788956,"NA                 ","NA                 ",6.5,119.142378882034,NA,22
"91","Atlantis","10",51.6222961403463,3.14522105459243,"NA                 ","NA                 ",6.5,116.340029486186,NA,23
"251","Atlantis","10",51.608749715665,3.18925180321037,"NA                 ","NA                 ",6.5,262.098525869647,NA,23
"532","Atlantis","10",51.6048968464811,3.14465212507781,"NA                 ","NA                 ",6.5,263.41867607954,NA,23
"641","Atlantis","10",51.601413009022,3.09617646974437,"NA                 ","NA                 ",6.5,257.057751810839,NA,23
"735","Atlantis","10",51.5944830037437,3.04770378375592,"NA                 ","NA                 ",6.5,250.285042430043,NA,23
"811","Atlantis","10",51.5838069407516,2.9998009113493,"NA                 ","NA                 ",6.5,243.492468396902,NA,23
"881","Atlantis","10",51.5700299513879,2.95538593901028,"NA                 ","NA                 ",6.5,237.146351447182,NA,23
"947","Atlantis","10",51.5543095078194,2.91625075021695,"NA                 ","NA                 ",6.5,231.050503346659,NA,23
"10","Atlantis","10",51.5064241571048,2.82791261704117,"NA                 ","NA                 ",10.5,228.052965521571,NA,24
"27","Atlantis","10",51.4775742458891,2.77639196676881,"NA                 ","NA                 ",10.5,272.405910755895,NA,24
"57","Atlantis","10",51.4792311901461,2.71240557968916,"NA                 ","NA                 ",10.5,286.209895564253,NA,24
"711","Atlantis","10",51.4913813735742,2.64517430470052,"NA                 ","NA                 ",10.5,280.996503120313,NA,24
"796","Atlantis","10",51.4987522340351,2.58411117908323,"NA                 ","NA                 ",10.5,277.468288720832,NA,24
"863","Atlantis","10",51.5045178794804,2.51318912261602,"NA                 ","NA                 ",10.5,274.9788959083,NA,24
"911","Atlantis","10",51.5078753183932,2.45096597488697,"NA                 ","NA                 ",10.5,273.130473465621,NA,24
"963","Atlantis","10",51.5103365345573,2.37799419055167,"NA                 ","NA                 ",10.5,271.636337654046,NA,24
"58","Atlantis","10",51.5126809773197,2.24365688887805,"NA                 ","NA                 ",10,273.031998812067,NA,25
"101","Atlantis","10",51.5151589836812,2.16773649986627,"NA                 ","NA                 ",10,274.631632243042,NA,25
"152","Atlantis","10",51.5185140701564,2.10080512022502,"NA                 ","NA                 ",10,276.567951220763,NA,25
"228","Atlantis","10",51.5241896636715,2.02120145291886,"NA                 ","NA                 ",10,278.774243672067,NA,25
"29","Atlantis","10",51.5303613383316,1.95674251426496,"NA                 ","NA                 ",10,281.049697913105,NA,25
"402","Atlantis","10",51.5393460325274,1.88257763553817,"NA                 ","NA                 ",10,277.026582381738,NA,25
"628","Atlantis","10",51.5446318612083,1.8133542621132,"NA                 ","NA                 ",10,177.140680938151,NA,25
"892","Atlantis","10",51.5004881782828,1.81689606028183,"NA                 ","NA                 ",10,170.209519897451,NA,25
"810","Atlantis","10",51.4280268201111,1.83379973982865,"NA                 ","NA                 ",6.5,178.730060760429,NA,26
"161","Atlantis","10",51.4010288246967,1.83475907830565,"NA                 ","NA                 ",6.5,187.771013378886,NA,26
"291","Atlantis","10",51.3725816358339,1.82854029598571,"NA                 ","NA                 ",6.5,278.2584527646,NA,26
"591","Atlantis","10",51.3746659839849,1.80550993152737,"NA                 ","NA                 ",6.5,359.506947159512,NA,26
"723","Atlantis","10",51.4024674628562,1.80512642559049,"NA                 ","NA                 ",6.5,9.52473552958037,NA,26
"812","Atlantis","10",51.4304355910934,1.81265326014516,"NA                 ","NA                 ",6.5,15.3540776641109,NA,26
"882","Atlantis","10",51.4568672161642,1.82430116813057,"NA                 ","NA                 ",6.5,19.9367369125174,NA,26
"953","Atlantis","10",51.4872160849042,1.8419803443092,"NA                 ","NA                 ",6.5,23.5597985859206,NA,26
"510","Atlantis","10",51.5295680763202,1.8725223005238,"NA                 ","NA                 ",7,24.8065008226824,NA,27
"102","Atlantis","10",51.548372933816,1.88649992440721,"NA                 ","NA                 ",7,24.5105125959321,NA,27
"162","Atlantis","10",51.5655297996034,1.89908470871133,"NA                 ","NA                 ",7,23.4745936940272,NA,27
"271","Atlantis","10",51.5844850211733,1.91233354452743,"NA                 ","NA                 ",7,0.153170433558898,NA,27
"741","Atlantis","10",51.6031290601031,1.91241379143893,"NA                 ","NA                 ",7,15.0321068741245,NA,27
"851","Atlantis","10",51.6231444350804,1.92107188145305,"NA                 ","NA                 ",7,17.9502250778125,NA,27
"912","Atlantis","10",51.6410490579733,1.93041867890625,"NA                 ","NA                 ",7,19.0787815269824,NA,27
"964","Atlantis","10",51.6605684389254,1.94130222646544,"NA                 ","NA                 ",7,19.7509468134978,NA,27
"712","Atlantis","10",51.7073910746776,1.96506452563161,"NA                 ","NA                 ",7,2.83098137036984,NA,28
"153","Atlantis","10",51.7355259548106,1.96731108392378,"NA                 ","NA                 ",7,333.402622284869,NA,28
"272","Atlantis","10",51.7608598222917,1.94681540876639,"NA                 ","NA                 ",7,287.341623927529,NA,28
"411","Atlantis","10",51.7694837343615,1.90214277976068,"NA                 ","NA                 ",7,255.672216275534,NA,28
"548","Atlantis","10",51.7624520149289,1.85771406768505,"NA                 ","NA                 ",7,226.192780542173,NA,28
"69","Atlantis","10",51.7429723867626,1.82492400297116,"NA                 ","NA                 ",7,161.477229921513,NA,28
"852","Atlantis","10",51.7169738969013,1.83898296683347,"NA                 ","NA                 ",7,117.944186499417,NA,28
"948","Atlantis","10",51.7033643775959,1.88035941017702,"NA                 ","NA                 ",7,105.440416894741,NA,28
"713","Atlantis","10",51.6896841233515,1.97116993792232,"NA                 ","NA                 ",7,102.279863462279,NA,29
"163","Atlantis","10",51.6829032465524,2.02133568628984,"NA                 ","NA                 ",7,120.090860459457,NA,29
"412","Atlantis","10",51.668825647802,2.06048853791972,"NA                 ","NA                 ",7,233.162089138367,NA,29
"601","Atlantis","10",51.6500392190108,2.02008569553024,"NA                 ","NA                 ",7,231.773096648065,NA,29
"714","Atlantis","10",51.6307405664498,1.98062852968804,"NA                 ","NA                 ",7,225.377540753438,NA,29
"801","Atlantis","10",51.6083339807478,1.94407965297389,"NA                 ","NA                 ",7,218.93684986066,NA,29
"872","Atlantis","10",51.5859181703062,1.9149359192155,"NA                 ","NA                 ",7,212.705274331819,NA,29
"949","Atlantis","10",51.5584879669015,1.88660904693802,"NA                 ","NA                 ",7,206.734411813249,NA,29
"715","Atlantis","10",51.5016285178081,1.84408316273313,"NA                 ","NA                 ",6.5,201.500357559591,NA,30
"131","Atlantis","10",51.4752678124626,1.82741230760266,"NA                 ","NA                 ",6.5,199.588580222793,NA,30
"20","Atlantis","10",51.447908663751,1.81179093998333,"NA                 ","NA                 ",6.5,197.193504606517,NA,30
"283","Atlantis","10",51.4213751138301,1.79862522606383,"NA                 ","NA                 ",6.5,193.579488275051,NA,30
"397","Atlantis","10",51.3936910483812,1.78790849503275,"NA                 ","NA                 ",6.5,166.239634780486,NA,30
"708","Atlantis","10",51.3771328187051,1.79440474540826,"NA                 ","NA                 ",6.5,20.3220679525574,NA,30
"853","Atlantis","10",51.4057048449381,1.81136859377239,"NA                 ","NA                 ",6.5,15.1703127114286,NA,30
"931","Atlantis","10",51.4317127817975,1.82267970699402,"NA                 ","NA                 ",6.5,12.8947333064943,NA,30
"716","Atlantis","10",51.4863868411377,1.84191753283998,"NA                 ","NA                 ",6,11.0384036788864,NA,31
"154","Atlantis","10",51.5134931726988,1.85041439401823,"NA                 ","NA                 ",6,9.45843947817315,NA,31
"273","Atlantis","10",51.540213314291,1.85757159829634,"NA                 ","NA                 ",6,243.903797482368,NA,31
"592","Atlantis","10",51.5377869887405,1.84960851078705,"NA                 ","NA                 ",6,194.913119139316,NA,31
"717","Atlantis","10",51.5125172541891,1.83879483898096,"NA                 ","NA                 ",6,193.355377662074,NA,31
"802","Atlantis","10",51.4859530864001,1.82866725025039,"NA                 ","NA                 ",6,192.441019587379,NA,31
"883","Atlantis","10",51.4572993677305,1.81852222700785,"NA                 ","NA                 ",6,191.786242869848,NA,31
"9410","Atlantis","10",51.4329091173024,1.81035898022218,"NA                 ","NA                 ",6,191.258446083142,NA,31
"813","Atlantis","10",51.3765147896008,1.79275099767948,"NA                 ","NA                 ",6.5,190.29695563458,NA,32
"164","Atlantis","10",51.3493566967484,1.78485128783267,"NA                 ","NA                 ",6.5,189.160748695827,NA,32
"284","Atlantis","10",51.3218460908272,1.77775246791538,"NA                 ","NA                 ",6.5,60.0530578139242,NA,32
"611","Atlantis","10",51.3244854304961,1.78508419016465,"NA                 ","NA                 ",6.5,14.2891543443665,NA,32
"736","Atlantis","10",51.3525289136782,1.79652113991628,"NA                 ","NA                 ",6.5,13.2669220665479,NA,32
"814","Atlantis","10",51.3788673510735,1.80647068975065,"NA                 ","NA                 ",6.5,12.7583890827931,NA,32
"884","Atlantis","10",51.4068013423707,1.81661071685754,"NA                 ","NA                 ",6.5,12.3801628827924,NA,32
"954","Atlantis","10",51.4392002069608,1.82801967612739,"NA                 ","NA                 ",6.5,12.1035418914246,NA,32
"97","Atlantis","10",51.5070117427446,1.84462191459954,"NA                 ","NA                 ",10,356.036720864574,NA,33
"18","Atlantis","10",51.5509169638078,1.83973000211014,"NA                 ","NA                 ",10,346.981756756757,NA,33
"285","Atlantis","10",51.5941738378369,1.82363058802579,"NA                 ","NA                 ",10,340.277150628286,NA,33
"403","Atlantis","10",51.6361839919628,1.79936321379491,"NA                 ","NA                 ",10,345.69362792195,NA,33
"642","Atlantis","10",51.6770349599872,1.78256264449984,"NA                 ","NA                 ",10,114.476489165787,NA,33
"823","Atlantis","10",51.6588316230245,1.84695989931848,"NA                 ","NA                 ",10,122.160163036744,NA,33
"902","Atlantis","10",51.634483664956,1.90930696510068,"NA                 ","NA                 ",10,122.861306134005,NA,33
"955","Atlantis","10",51.6136393794617,1.96124319487951,"NA                 ","NA                 ",10,122.980608278902,NA,33
"511","Atlantis","10",51.5674750754267,2.07651418051539,"NA                 ","NA                 ",9.5,121.641984287165,NA,34
"98","Atlantis","10",51.5495210502349,2.12334449056771,"NA                 ","NA                 ",9.5,120.475707840481,NA,34
"155","Atlantis","10",51.5273561195441,2.18384309126721,"NA                 ","NA                 ",9.5,119.042037105188,NA,34
"213","Atlantis","10",51.5102631840408,2.23327391053233,"NA                 ","NA                 ",9.5,117.371471596835,NA,34
"302","Atlantis","10",51.4925407248981,2.28821463973597,"NA                 ","NA                 ",9.5,120.559881646775,NA,34
"551","Atlantis","10",51.4740537736739,2.3384524350749,"NA                 ","NA                 ",9.5,248.875404206697,NA,34
"797","Atlantis","10",51.4605113752114,2.28225124451801,"NA                 ","NA                 ",9.5,238.337456455348,NA,34
"913","Atlantis","10",51.4404771474049,2.23016472850862,"NA                 ","NA                 ",9.5,227.580294468774,NA,34
"815","Atlantis","10",51.4180323501106,2.19660553765787,"NA                 ","NA                 ",8,189.41699236304,NA,36
"19","Atlantis","10",51.384840106768,2.18778464427209,"NA                 ","NA                 ",8,138.895643922157,NA,36
"341","Atlantis","10",51.3587662053165,2.22420801461536,"NA                 ","NA                 ",8,100.216278370969,NA,36
"479","Atlantis","10",51.3526878055246,2.27810298083167,"NA                 ","NA                 ",8,76.3703883337867,NA,36
"602","Atlantis","10",51.3605915058677,2.33038252784589,"NA                 ","NA                 ",8,37.5343961178062,NA,36
"751","Atlantis","10",51.3853992114164,2.36092730168449,"NA                 ","NA                 ",8,338.441946242202,NA,36
"873","Atlantis","10",51.4160785635613,2.3414912782,"NA                 ","NA                 ",8,312.874426435515,NA,36
"956","Atlantis","10",51.441332843913,2.29783777957305,"NA                 ","NA                 ",8,303.662082206894,NA,36
"66","Atlantis","10",51.4759765217575,2.21214919761337,"NA                 ","NA                 ",7.5,305.559626343029,NA,37
"111","Atlantis","10",51.4907463252173,2.17895585143813,"NA                 ","NA                 ",7.5,311.991423923171,NA,37
"201","Atlantis","10",51.5116833524365,2.14157120236624,"NA                 ","NA                 ",7.5,358.970311292679,NA,37
"431","Atlantis","10",51.5338276429146,2.14093137199988,"NA                 ","NA                 ",7.5,111.395442212533,NA,37
"603","Atlantis","10",51.5232187976306,2.18441661515379,"NA                 ","NA                 ",7.5,138.867158158356,NA,37
"737","Atlantis","10",51.5008744171225,2.21575971321401,"NA                 ","NA                 ",7.5,166.167094547711,NA,37
"841","Atlantis","10",51.4729831818649,2.22678521450395,"NA                 ","NA                 ",7.5,191.507326185191,NA,37
"932","Atlantis","10",51.4443936614806,2.21744688800087,"NA                 ","NA                 ",7.5,208.852775111926,NA,37
"156","Atlantis","10",51.3944033966772,2.14496155131861,"NA                 ","NA                 ",8.5,331.012582938542,NA,38
"33","Atlantis","10",51.4281460307497,2.11497532662286,"NA                 ","NA                 ",8.5,2.29462981666478,NA,38
"452","Atlantis","10",51.4718490793411,2.11778668761162,"NA                 ","NA                 ",8.5,15.4322475013917,NA,38
"552","Atlantis","10",51.5104261766116,2.13489800548502,"NA                 ","NA                 ",8.5,31.661080279639,NA,38
"661","Atlantis","10",51.5457690771276,2.16994972325282,"NA                 ","NA                 ",8.5,62.5145185257529,NA,38
"781","Atlantis","10",51.5646709039593,2.22844181256728,"NA                 ","NA                 ",8.5,102.19113665633,NA,38
"885","Atlantis","10",51.55584405615,2.29401752367914,"NA                 ","NA                 ",8.5,124.543946406696,NA,38
"957","Atlantis","10",51.532134288708,2.34935227041458,"NA                 ","NA                 ",8.5,134.736103720357,NA,38
"718","Atlantis","10",51.472058625717,2.38944013565276,"NA                 ","NA                 ",6.5,227.715413665541,NA,40
"132","Atlantis","10",51.4514707455214,2.35312326686487,"NA                 ","NA                 ",6.5,226.903998081864,NA,40
"202","Atlantis","10",51.428776879462,2.31423278637551,"NA                 ","NA                 ",6.5,226.094784278899,NA,40
"286","Atlantis","10",51.4050967211771,2.27480416832133,"NA                 ","NA                 ",6.5,225.382272354331,NA,40
"36","Atlantis","10",51.3844161084897,2.24122969193625,"NA                 ","NA                 ",6.5,224.810522935505,NA,40
"481","Atlantis","10",51.3603740148462,2.20299033200309,"NA                 ","NA                 ",6.5,232.148243479758,NA,40
"798","Atlantis","10",51.3507314503012,2.18312679778577,"NA                 ","NA                 ",6.5,37.814942119664,NA,40
"921","Atlantis","10",51.3756587082663,2.21412454214744,"NA                 ","NA                 ",6.5,38.0331024864859,NA,40
"719","Atlantis","10",51.4226698481688,2.27423294459391,"NA                 ","NA                 ",5.5,41.5607553228106,NA,41
"133","Atlantis","10",51.4421513571541,2.30194900048958,"NA                 ","NA                 ",5.5,44.0250320253978,NA,41
"203","Atlantis","10",51.462388378349,2.33335016176294,"NA                 ","NA                 ",5.5,46.8223065890246,NA,41
"287","Atlantis","10",51.4821362321189,2.36715285655189,"NA                 ","NA                 ",5.5,50.0850234409862,NA,41
"371","Atlantis","10",51.4999047131938,2.40128129885039,"NA                 ","NA                 ",5.5,54.5130000063502,NA,41
"482","Atlantis","10",51.5149944047186,2.4353029779664,"NA                 ","NA                 ",5.5,84.3298676931901,NA,41
"782","Atlantis","10",51.5167816778641,2.46428820479236,"NA                 ","NA                 ",5.5,222.715556012168,NA,41
"922","Atlantis","10",51.4966259850946,2.4344023391792,"NA                 ","NA                 ",5.5,228.652089874794,NA,41
"816","Atlantis","10",51.4617366596717,2.3699026525208,"NA                 ","NA                 ",6,228.191231465126,NA,42
"165","Atlantis","10",51.444139624114,2.33834300174198,"NA                 ","NA                 ",6,226.754498180399,NA,42
"252","Atlantis","10",51.4272316327209,2.30951772432954,"NA                 ","NA                 ",6,224.517805695663,NA,42
"398","Atlantis","10",51.4083937728392,2.27982748333399,"NA                 ","NA                 ",6,70.3135399652381,NA,42
"7110","Atlantis","10",51.4106797889781,2.29007320008426,"NA                 ","NA                 ",6,45.8633589016054,NA,42
"824","Atlantis","10",51.4297742678844,2.32164334487306,"NA                 ","NA                 ",6,44.5186757469554,NA,42
"893","Atlantis","10",51.4476759592716,2.34989420024197,"NA                 ","NA                 ",6,43.7671985646859,NA,42
"958","Atlantis","10",51.4668397556512,2.37936589769827,"NA                 ","NA                 ",6,43.2183243848614,NA,42
"610","Atlantis","10",51.5050116193871,2.43638158498776,"NA                 ","NA                 ",6.5,41.7537813438715,NA,43
"134","Atlantis","10",51.5295149477312,2.47154836289664,"NA                 ","NA                 ",6.5,40.8377855768706,NA,43
"204","Atlantis","10",51.5508082235661,2.50115112328328,"NA                 ","NA                 ",6.5,40.0368623691525,NA,43
"288","Atlantis","10",51.5709899914498,2.52843687654668,"NA                 ","NA                 ",6.5,39.5859157832857,NA,43
"413","Atlantis","10",51.5936914703504,2.55865754151715,"NA                 ","NA                 ",6.5,128.687330881643,NA,43
"738","Atlantis","10",51.5898906537141,2.56629659202984,"NA                 ","NA                 ",6.5,204.062056836278,NA,43
"854","Atlantis","10",51.5640430760691,2.5477311853801,"NA                 ","NA                 ",6.5,203.876966596862,NA,43
"933","Atlantis","10",51.5387087388032,2.5297020934313,"NA                 ","NA                 ",6.5,203.315448642125,NA,43
"720","Atlantis","10",51.4880852973231,2.49309985723312,"NA                 ","NA                 ",6,211.801036330638,NA,44
"144","Atlantis","10",51.4685695081542,2.47367628402924,"NA                 ","NA                 ",6,224.037501190231,NA,44
"24","Atlantis","10",51.4517055346228,2.44751364355803,"NA                 ","NA                 ",6,249.298060201768,NA,44
"399","Atlantis","10",51.4432355230623,2.41157785664811,"NA                 ","NA                 ",6,271.409875206779,NA,44
"571","Atlantis","10",51.4438165837391,2.37329307461176,"NA                 ","NA                 ",6,248.402286242412,NA,44
"752","Atlantis","10",51.435537675661,2.33976617181468,"NA                 ","NA                 ",6,210.44483643908,NA,44
"874","Atlantis","10",51.4143344375616,2.31978621347575,"NA                 ","NA                 ",6,197.699103975404,NA,44
"9411","Atlantis","10",51.3931067925342,2.30892985748516,"NA                 ","NA                 ",6,192.680731299323,NA,44
"103","Atlantis","10",51.3383793064278,2.29582225432618,"NA                 ","NA                 ",6.5,94.1362256785021,NA,45
"292","Atlantis","10",51.3368421350111,2.32973788315944,"NA                 ","NA                 ",6.5,39.8538890282331,NA,45
"404","Atlantis","10",51.3618922117257,2.36323387055661,"NA                 ","NA                 ",6.5,32.484675649007,NA,45
"483","Atlantis","10",51.3864251006581,2.38826596571341,"NA                 ","NA                 ",6.5,27.5810917693445,NA,45
"561","Atlantis","10",51.4129048668997,2.41044518012127,"NA                 ","NA                 ",6.5,21.3020792966611,NA,45
"651","Atlantis","10",51.4412911119116,2.42820349191706,"NA                 ","NA                 ",6.5,4.41322174379633,NA,45
"783","Atlantis","10",51.4713016548063,2.43192179653092,"NA                 ","NA                 ",6.5,277.0555323802,NA,45
"934","Atlantis","10",51.4746308307183,2.38863318900419,"NA                 ","NA                 ",6.5,240.465692423157,NA,45
"104","Atlantis","10",51.4821250278197,2.41545223031491,"NA                 ","NA                 ",7,134.854713258362,NA,47
"261","Atlantis","10",51.4624956298084,2.447112051032,"NA                 ","NA                 ",7,188.488278409848,NA,47
"361","Atlantis","10",51.4292172379851,2.43914630942196,"NA                 ","NA                 ",7,196.690733405886,NA,47
"441","Atlantis","10",51.396349684701,2.4233518525513,"NA                 ","NA                 ",7,199.880247195624,NA,47
"521","Atlantis","10",51.3615959581001,2.40322623883568,"NA                 ","NA                 ",7,201.27588024243,NA,47
"604","Atlantis","10",51.3283389462593,2.38250223720396,"NA                 ","NA                 ",7,201.097825406765,NA,47
"691","Atlantis","10",51.2969259418883,2.36312020956264,"NA                 ","NA                 ",7,175.741057419796,NA,47
"914","Atlantis","10",51.27617848263,2.36559005935495,"NA                 ","NA                 ",7,39.2729258794342,NA,47
"512","Atlantis","10",51.3193619238452,2.41996975960463,"NA                 ","NA                 ",7,34.733302805001,NA,48
"112","Atlantis","10",51.3398133870234,2.44266925387578,"NA                 ","NA                 ",7,32.0812611800872,NA,48
"181","Atlantis","10",51.3578969359356,2.46082340637496,"NA                 ","NA                 ",7,27.0679811474099,NA,48
"303","Atlantis","10",51.3767949241109,2.47629576763276,"NA                 ","NA                 ",7,78.1350163929159,NA,48
"724","Atlantis","10",51.3800889071654,2.50143607976154,"NA                 ","NA                 ",7,88.7184573797165,NA,48
"833","Atlantis","10",51.3805562336264,2.53525437761884,"NA                 ","NA                 ",7,81.0837712521643,NA,48
"903","Atlantis","10",51.3839123175014,2.56958198004137,"NA                 ","NA                 ",7,77.162747326071,NA,48
"965","Atlantis","10",51.3894609886777,2.60864746530639,"NA                 ","NA                 ",7,74.8062647391097,NA,48
"817","Atlantis","10",51.4079539055665,2.69119434067207,"NA                 ","NA                 ",9,48.7339187394151,NA,49
"182","Atlantis","10",51.4335614837814,2.73802291302778,"NA                 ","NA                 ",9,25.5523345246289,NA,49
"289","Atlantis","10",51.4637702868879,2.76120689380943,"NA                 ","NA                 ",9,7.06748424006969,NA,49
"405","Atlantis","10",51.5007126454301,2.76856451202065,"NA                 ","NA                 ",9,357.048800245981,NA,49
"549","Atlantis","10",51.536417962161,2.76560519635155,"NA                 ","NA                 ",9,60.3472932140784,NA,49
"803","Atlantis","10",51.5471500162593,2.79593032089495,"NA                 ","NA                 ",9,131.981194931317,NA,49
"894","Atlantis","10",51.5241983815326,2.83691380116647,"NA                 ","NA                 ",9,134.898033831465,NA,49
"959","Atlantis","10",51.4989275450223,2.87764098537757,"NA                 ","NA                 ",9,135.759632977445,NA,49
"725","Atlantis","10",51.4371790015531,2.97340715100944,"NA                 ","NA                 ",11,136.20823361154,NA,50
"145","Atlantis","10",51.4058529245249,3.02153563578368,"NA                 ","NA                 ",11,134.962225321457,NA,50
"241","Atlantis","10",51.3748619592689,3.0712315918375,"NA                 ","NA                 ",11,120.018654977745,NA,50
"453","Atlantis","10",51.3523884938481,3.13346634509528,"NA                 ","NA                 ",11,66.6300157835427,NA,50
"671","Atlantis","10",51.3703153775197,3.19999016192468,"NA                 ","NA                 ",11,65.3952153018722,NA,50
"799","Atlantis","10",51.3888291895018,3.2648391289863,"NA                 ","NA                 ",11,71.9482841720463,NA,50
"886","Atlantis","10",51.4034472235107,3.33684494886645,"NA                 ","NA                 ",11,76.7635955285895,NA,50
"9412","Atlantis","10",51.4125505985908,3.39900814204346,"NA                 ","NA                 ",11,80.3441517028733,NA,50
"4","Atlantis","10",51.4239997965828,3.51351829931597,"NA                 ","NA                 ",5.5,81.6375589074348,NA,51
"726","Atlantis","10",51.4272026564517,3.54852023281246,"NA                 ","NA                 ",5.5,81.2977017933609,NA,51
"113","Atlantis","10",51.4310665607989,3.58908395190189,"NA                 ","NA                 ",5.5,80.740538105767,NA,51
"166","Atlantis","10",51.4352781809406,3.63059575719494,"NA                 ","NA                 ",5.5,79.6514551159464,NA,51
"232","Atlantis","10",51.4401078839989,3.67309444601828,"NA                 ","NA                 ",5.5,75.5778463820828,NA,51
"362","Atlantis","10",51.446199336868,3.71113790083009,"NA                 ","NA                 ",5.5,281.168651674137,NA,51
"631","Atlantis","10",51.4502015354441,3.67857403540263,"NA                 ","NA                 ",5.5,268.876960834995,NA,51
"771","Atlantis","10",51.4496982641763,3.63795336865387,"NA                 ","NA                 ",5.5,267.445540069597,NA,51
"229","Atlantis","10",51.4483794950425,3.59752281888496,"NA                 ","NA                 ",0,250.894677391241,NA,52
"317","Atlantis","10",51.4481859445331,3.59662624805429,"NA                 ","NA                 ",0,250.894771667926,NA,52
"3910","Atlantis","10",51.4479828378931,3.59568541101147,"NA                 ","NA                 ",0,250.894884486292,NA,52
"4710","Atlantis","10",51.4477627801093,3.59466605234063,"NA                 ","NA                 ",0,250.894924020973,NA,52
"5410","Atlantis","10",51.4475655944702,3.59375264274599,"NA                 ","NA                 ",0,250.895046410921,NA,52
"629","Atlantis","10",51.4473455366864,3.59273328407515,"NA                 ","NA                 ",0,250.895097817619,NA,52
"709","Atlantis","10",51.4471424300464,3.59179244703233,"NA                 ","NA                 ",0,250.895157473936,NA,52
"7910","Atlantis","10",51.446948879537,3.59089587620166,"NA                 ","NA                 ",0,250.895277269195,NA,52
"2210","Atlantis","10",51.4467905584682,3.58972583810299,"NA                 ","NA                 ",0,298.459136926807,NA,53
"318","Atlantis","10",51.4468421331811,3.58957316708526,"NA                 ","NA                 ",0,298.459167653214,NA,53
"3911","Atlantis","10",51.446896254282,3.58941295827193,"NA                 ","NA                 ",0,298.459202523917,NA,53
"4711","Atlantis","10",51.4469548922937,3.58923937853858,"NA                 ","NA                 ",0,298.459224687363,NA,53
