currency,nace_r2,geo\time	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
MIO_EUR,O-Q,ITC4	24476.90 	24514.00 	24781.30 	24981.40 	24369.20 	23571.50 	22446.10 	22417.90 	21442.80 	20525.10 	19922.60 	19107.20 	18253.80 	17305.50 
MIO_EUR,O-Q,ITF	40915.60 	40927.80 	41659.00 	41997.17 	41950.66 	42014.15 	40994.97 	40478.47 	39097.57 	36686.60 	35396.35 	33343.86 	31965.33 	30146.16 
MIO_EUR,O-Q,ITF1	4028.50 	4000.00 	4122.10 	3960.90 	3967.40 	3873.90 	3716.98 	3744.00 	3548.99 	3303.94 	3200.46 	2990.59 	2864.91 	2727.78 
MIO_EUR,O-Q,ITF2	1058.80 	1061.00 	1069.90 	1100.52 	1125.24 	1163.29 	1142.58 	1137.31 	1029.15 	1031.73 	1005.84 	918.89 	896.65 	829.57 
MIO_EUR,O-Q,ITF3	16199.00 	16216.20 	16603.30 	17005.30 	17098.80 	17212.40 	16820.60 	16669.60 	15999.10 	14791.70 	14170.20 	13438.60 	12975.30 	12161.40 
MIO_EUR,O-Q,ITF4	11936.30 	11927.80 	11948.40 	11941.00 	11657.60 	11511.20 	11356.10 	11191.40 	10981.30 	10533.50 	10162.90 	9390.00 	8922.60 	8401.40 
MIO_EUR,O-Q,ITF5	1687.30 	1704.30 	1799.60 	1850.15 	1851.92 	1897.36 	1858.31 	1851.36 	1790.93 	1689.43 	1628.85 	1545.68 	1459.97 	1405.01 
MIO_EUR,O-Q,ITF6	6005.70 	6018.50 	6115.70 	6139.30 	6249.70 	6356.00 	6100.40 	5884.80 	5748.10 	5336.30 	5228.10 	5060.10 	4845.90 	4621.00 
MIO_EUR,O-Q,ITG	22042.60 	22069.40 	22476.90 	22832.60 	22827.00 	23041.00 	22186.50 	22220.90 	20670.40 	19597.10 	18974.90 	17976.80 	17070.90 	16127.70 
MIO_EUR,O-Q,ITG1	16582.20 	16575.40 	16980.60 	17297.30 	17467.10 	17655.80 	17007.50 	16966.20 	15687.00 	14741.90 	14255.10 	13632.10 	12918.50 	12185.50 
MIO_EUR,O-Q,ITG2	5460.40 	5494.00 	5496.30 	5535.30 	5359.90 	5385.20 	5179.00 	5254.70 	4983.40 	4855.20 	4719.80 	4344.70 	4152.40 	3942.20 
MIO_EUR,O-Q,ITH	33232.00 	33206.00 	33688.80 	33161.28 	32266.84 	31477.83 	30284.68 	29905.30 	28644.09 	27629.73 	26412.12 	24878.42 	23709.91 	22404.44 
MIO_EUR,O-Q,ITH1	2381.70 	2373.10 	2310.50 	2243.25 	2203.38 	2121.58 	1988.24 	1892.18 	1812.48 	1825.98 	1669.86 	1585.81 	1523.39 	1461.69 
MIO_EUR,O-Q,ITH2	2149.10 	2137.30 	2178.30 	2038.83 	1967.96 	1870.75 	1782.04 	1818.22 	1746.71 	1751.16 	1688.22 	1562.29 	1485.35 	1370.46 
MIO_EUR,O-Q,ITH3	12339.00 	12342.50 	12449.70 	12297.70 	11965.10 	11689.30 	11254.40 	11180.90 	10758.00 	10371.80 	10044.70 	9431.20 	9043.50 	8543.90 
MIO_EUR,O-Q,ITH4	4549.90 	4549.60 	4589.00 	4537.10 	4448.40 	4425.60 	4371.00 	4319.40 	4193.40 	4071.29 	3779.94 	3503.02 	3339.37 	3151.69 
MIO_EUR,O-Q,ITH5	11812.30 	11803.50 	12161.30 	12044.40 	11682.00 	11370.60 	10889.00 	10694.60 	10133.50 	9609.50 	9229.40 	8796.10 	8318.30 	7876.70 
MIO_EUR,O-Q,ITI	40259.30 	40481.00 	41284.30 	41787.12 	41641.61 	41034.92 	39693.50 	39725.81 	38097.86 	36984.96 	36013.76 	34022.13 	32634.33 	30918.59 
MIO_EUR,O-Q,ITI1	10544.70 	10551.20 	10803.90 	10828.40 	10604.80 	10451.90 	10221.60 	10197.50 	9661.80 	9374.00 	8967.30 	8519.20 	8193.50 	7723.60 
MIO_EUR,O-Q,ITI2	2507.50 	2518.80 	2568.70 	2610.42 	2629.61 	2650.82 	2518.80 	2505.11 	2377.46 	2359.36 	2255.65 	2116.44 	2031.20 	1935.88 
MIO_EUR,O-Q,ITI3	4186.40 	4195.30 	4253.60 	4149.40 	4147.40 	4124.10 	4009.70 	4058.00 	3724.80 	3596.30 	3493.01 	3331.39 	3206.33 	3035.31 
MIO_EUR,O-Q,ITI4	23020.70 	23215.70 	23658.10 	24198.90 	24259.80 	23808.10 	22943.40 	22965.20 	22333.80 	21655.30 	21297.80 	20055.10 	19203.30 	18223.80 
MIO_EUR,O-Q,ITZ	505.10 	490.40 	529.10 	548.19 	544.56 	545.32 	291.28 	259.63 	303.99 	285.08 	258.52 	319.70 	235.37 	282.65 
MIO_EUR,O-Q,ITZZ	505.10 	490.40 	529.10 	548.19 	544.56 	545.32 	291.28 	259.63 	303.99 	285.08 	258.52 	319.70 	235.37 	282.65 
MIO_EUR,O-Q,LT	3351.78 	3263.55 	3203.39 	3085.04 	3393.76 	3459.52 	2855.44 	2501.46 	2144.58 	1963.61 	1782.67 	1701.27 	1572.94 	1481.60 
MIO_EUR,O-Q,LT0	3351.78 	3263.55 	3203.39 	3085.04 	3393.76 	3459.52 	2855.44 	2501.46 	2144.58 	1963.61 	1782.67 	1701.27 	1572.94 	1834.67 
MIO_EUR,O-Q,LT00	3351.78 	3263.55 	3203.39 	3085.04 	3393.76 	3459.52 	2855.44 	2501.46 	2144.58 	1963.61 	1782.67 	1701.27 	1572.94 	1834.67 
MIO_EUR,O-Q,LU	5237.80 	4982.40 	4675.50 	4389.40 	4100.10 	3829.80 	3575.30 	3362.50 	3148.10 	2921.30 	2695.30 	2497.40 	2288.10 	2108.10 
MIO_EUR,O-Q,LU0	5237.80 	4982.40 	4675.50 	4389.40 	4100.10 	3829.80 	3575.30 	3362.50 	3148.10 	2921.30 	2695.30 	2497.40 	2288.10 	2108.10 
MIO_EUR,O-Q,LU00	5237.80 	4982.40 	4675.50 	4389.40 	4100.10 	3829.80 	3575.30 	3362.50 	3148.10 	2921.30 	2695.30 	2497.40 	2288.10 	2108.10 
MIO_EUR,O-Q,LV	2161.83 	2026.21 	1936.77 	1818.09 	2218.72 	2734.33 	2225.95 	1592.11 	1281.20 	1121.91 	1059.92 	974.67 	922.47 	841.29 
MIO_EUR,O-Q,LV0	2161.83 	2026.21 	1936.77 	1818.09 	2218.72 	2734.33 	2225.95 	1592.11 	1281.20 	1121.91 	1059.92 	974.67 	922.47 	841.29 
MIO_EUR,O-Q,LV00	2161.83 	2026.21 	1936.77 	1818.09 	2218.72 	2734.33 	2225.95 	1592.11 	1281.20 	1121.91 	1059.92 	974.67 	922.47 	841.29 
MIO_EUR,O-Q,MK	: 	766.86 	759.61 	734.75 	717.04 	639.55 	524.80 	485.29 	451.02 	438.41 	433.75 	402.26 	367.20 	384.76 
MIO_EUR,O-Q,MK0	: 	766.86 	759.61 	734.75 	717.04 	639.55 	524.80 	485.29 	451.02 	438.41 	433.75 	402.26 	367.20 	384.76 
MIO_EUR,O-Q,MK00	: 	766.86 	759.61 	734.75 	717.04 	639.55 	524.80 	485.29 	451.02 	438.41 	433.75 	402.26 	367.20 	384.76 
MIO_EUR,O-Q,MT	1028.98 	968.23 	913.25 	873.49 	822.06 	776.31 	720.76 	681.44 	665.21 	652.51 	627.36 	620.89 	601.34 	515.39 
MIO_EUR,O-Q,MT0	1015.83 	955.63 	901.06 	861.40 	810.80 	765.13 	709.78 	671.84 	655.42 	643.58 	620.43 	613.62 	594.11 	509.19 
MIO_EUR,O-Q,MT00	1015.83 	955.63 	901.06 	861.40 	810.80 	765.13 	709.78 	671.84 	655.42 	643.58 	620.43 	613.62 	594.11 	509.19 
MIO_EUR,O-Q,MTZ	13.16 	12.60 	12.20 	12.09 	11.26 	11.18 	10.98 	9.60 	9.79 	8.93 	6.94 	7.28 	7.23 	6.20 
MIO_EUR,O-Q,MTZZ	13.16 	12.60 	12.20 	12.09 	11.26 	11.18 	10.98 	9.60 	9.79 	8.93 	6.94 	7.28 	7.23 	6.20 
MIO_EUR,O-Q,NL	97386.00 	96321.00 	94469.00 	92952.00 	89982.00 	85287.00 	80384.00 	76716.00 	74291.00 	72535.00 	70367.00 	65531.00 	60064.00 	55233.00 
MIO_EUR,O-Q,NL1	9679.00 	9525.00 	9469.00 	9173.00 	8945.00 	8606.00 	8079.00 	7725.00 	7475.00 	7258.00 	7039.00 	6423.00 	5917.00 	5410.00 
MIO_EUR,O-Q,NL11	3913.00 	3797.00 	3717.00 	3587.00 	3449.00 	3294.00 	3121.00 	3038.00 	2939.00 	2847.00 	2750.00 	2517.00 	2320.00 	2145.00 
MIO_EUR,O-Q,NL12	3228.00 	3208.00 	3203.00 	3123.00 	3001.00 	2852.00 	2671.00 	2523.00 	2439.00 	2354.00 	2289.00 	2084.00 	1912.00 	1738.00 
MIO_EUR,O-Q,NL13	2538.00 	2520.00 	2550.00 	2463.00 	2495.00 	2459.00 	2288.00 	2164.00 	2097.00 	2057.00 	2000.00 	1822.00 	1685.00 	1527.00 
MIO_EUR,O-Q,NL2	19600.00 	19483.00 	19253.00 	18764.00 	18165.00 	17123.00 	16077.00 	15277.00 	14759.00 	14326.00 	13841.00 	12768.00 	11754.00 	10765.00 
MIO_EUR,O-Q,NL21	6293.00 	6173.00 	6108.00 	5873.00 	5654.00 	5199.00 	4909.00 	4631.00 	4477.00 	4348.00 	4181.00 	3830.00 	3565.00 	3293.00 
MIO_EUR,O-Q,NL22	11420.00 	11435.00 	11296.00 	11021.00 	10733.00 	10229.00 	9609.00 	9188.00 	8877.00 	8633.00 	8370.00 	7760.00 	7120.00 	6539.00 
MIO_EUR,O-Q,NL23	1887.00 	1874.00 	1849.00 	1870.00 	1778.00 	1695.00 	1558.00 	1458.00 	1405.00 	1345.00 	1291.00 	1178.00 	1068.00 	932.00 
MIO_EUR,O-Q,NL3	49153.00 	48440.00 	47062.00 	46711.00 	45388.00 	43069.00 	40741.00 	38900.00 	37713.00 	36949.00 	35940.00 	33859.00 	30913.00 	28519.00 
MIO_EUR,O-Q,NL31	9067.00 	8786.00 	8548.00 	8298.00 	7997.00 	7530.00 	7084.00 	6724.00 	6520.00 	6371.00 	6292.00 	5867.00 	5274.00 	4911.00 
MIO_EUR,O-Q,NL32	16419.00 	15994.00 	15478.00 	15108.00 	14557.00 	13731.00 	13037.00 	12525.00 	12134.00 	11892.00 	11525.00 	10779.00 	9860.00 	9055.00 
MIO_EUR,O-Q,NL33	21986.00 	21945.00 	21331.00 	21641.00 	21228.00 	20260.00 	19159.00 	18265.00 	17722.00 	17386.00 	16865.00 	16057.00 	14718.00 	13553.00 
MIO_EUR,O-Q,NL34	1680.00 	1715.00 	1705.00 	1664.00 	1606.00 	1548.00 	1461.00 	1386.00 	1337.00 	1301.00 	1258.00 	1155.00 	1062.00 	999.00 
MIO_EUR,O-Q,NL4	18560.00 	18492.00 	18293.00 	17913.00 	17097.00 	16117.00 	15115.00 	14449.00 	13984.00 	13648.00 	13217.00 	12162.00 	11184.00 	10257.00 
MIO_EUR,O-Q,NL41	12569.00 	12565.00 	12460.00 	12165.00 	11613.00 	10857.00 	10190.00 	9716.00 	9397.00 	9136.00 	8828.00 	8132.00 	7477.00 	6840.00 
MIO_EUR,O-Q,NL42	5990.00 	5927.00 	5833.00 	5748.00 	5483.00 	5259.00 	4925.00 	4733.00 	4587.00 	4512.00 	4389.00 	4030.00 	3707.00 	3418.00 
MIO_EUR,O-Q,NLZ	394.00 	381.00 	391.00 	391.00 	388.00 	373.00 	372.00 	364.00 	360.00 	354.00 	330.00 	319.00 	296.00 	282.00 
MIO_EUR,O-Q,NLZZ	394.00 	381.00 	391.00 	391.00 	388.00 	373.00 	372.00 	364.00 	360.00 	354.00 	330.00 	319.00 	296.00 	282.00 
MIO_EUR,O-Q,NO	59240.52 	58522.03 	56131.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,NO0	59216.83 	58498.88 	56109.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,NO01	15644.00 	15412.24 	14782.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,NO02	4390.33 	4331.31 	4154.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,NO03	9610.98 	9554.65 	9164.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,NO04	7628.45 	7481.77 	7176.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,NO05	9817.85 	9726.16 	9328.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,NO06	5367.70 	5259.19 	5044.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,NO07	6757.53 	6733.56 	6458.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,NOZ	23.70 	23.14 	22.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,NOZZ	23.70 	23.14 	22.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,O-Q,PL	40978.92 	40153.18 	39892.73 	39675.32 	34695.91 	39318.36 	32555.17 	29091.10 	26525.48 	22145.89 	21929.95 	23948.26 	23986.82 	19636.99 
MIO_EUR,O-Q,PL1	9744.85 	9539.75 	9578.22 	9602.97 	8320.32 	9355.09 	7748.76 	6894.17 	6267.96 	5176.95 	5071.14 	5619.85 	5594.35 	4616.29 
MIO_EUR,O-Q,PL11	2617.99 	2576.53 	2560.31 	2549.13 	2223.17 	2552.32 	2093.72 	1857.34 	1685.81 	1436.78 	1432.86 	1564.78 	1590.92 	1306.07 
MIO_EUR,O-Q,PL12	7126.62 	6963.22 	7017.91 	7053.85 	6097.14 	6802.77 	5655.05 	5037.09 	4582.15 	3740.17 	3638.29 	4055.06 	4003.16 	3310.46 
MIO_EUR,O-Q,PL2	8114.35 	7947.05 	7897.64 	7841.14 	6862.70 	7809.86 	6456.64 	5771.97 	5243.35 	4397.59 	4344.03 	4688.65 	4662.45 	3814.43 
MIO_EUR,O-Q,PL21	3549.49 	3464.76 	3439.79 	3390.24 	2974.86 	3361.24 	2772.42 	2472.86 	2248.82 	1882.35 	1836.30 	1973.61 	1973.53 	1630.91 
MIO_EUR,O-Q,PL22	4564.62 	4482.28 	4457.85 	4450.90 	3887.84 	4448.62 	3684.49 	3299.11 	2994.78 	2515.24 	2507.50 	2715.04 	2688.65 	2183.52 
MIO_EUR,O-Q,PL3	6920.55 	6762.49 	6696.35 	6622.02 	5803.45 	6584.95 	5437.01 	4852.28 	4413.62 	3716.09 	3709.20 	4014.88 	4057.62 	3307.72 
MIO_EUR,O-Q,PL31	2318.52 	2245.80 	2237.78 	2226.95 	1944.03 	2220.04 	1820.18 	1615.54 	1463.58 	1231.55 	1221.02 	1312.28 	1325.67 	1082.53 
MIO_EUR,O-Q,PL32	2091.01 	2045.31 	2006.26 	1969.36 	1731.21 	1957.80 	1628.04 	1462.31 	1331.34 	1122.65 	1125.33 	1213.77 	1222.73 	983.98 
MIO_EUR,O-Q,PL33	1265.75 	1248.60 	1234.77 	1224.12 	1071.73 	1210.10 	996.91 	887.09 	810.59 	681.06 	678.93 	741.17 	750.25 	615.24 
MIO_EUR,O-Q,PL34	1245.03 	1222.79 	1217.78 	1201.34 	1056.47 	1197.29 	991.89 	887.34 	808.35 	680.83 	683.93 	747.65 	758.97 	625.72 
MIO_EUR,O-Q,PL4	6205.12 	6078.81 	6015.39 	5972.66 	5255.34 	5979.04 	4948.07 	4442.36 	4056.92 	3409.69 	3374.62 	3693.16 	3683.72 	3009.83 
MIO_EUR,O-Q,PL41	3449.67 	3360.58 	3333.74 	3297.12 	2895.83 	3308.28 	2729.07 	2438.97 	2215.51 	1865.34 	1840.62 	2007.05 	1981.97 	1626.42 
MIO_EUR,O-Q,PL42	1783.92 	1743.73 	1725.96 	1718.28 	1519.55 	1713.22 	1422.15 	1276.21 	1175.49 	982.59 	967.13 	1066.26 	1067.78 	881.69 
MIO_EUR,O-Q,PL43	971.53 	974.50 	955.69 	957.27 	840.19 	957.55 	796.57 	727.17 	665.92 	561.54 	567.10 	619.85 	633.97 	501.72 
MIO_EUR,O-Q,PL5	4124.60 	4046.65 	4020.05 	4007.06 	3510.26 	3990.77 	3312.10 	2964.14 	2715.88 	2257.89 	2267.93 	2500.39 	2539.69 	2064.52 
MIO_EUR,O-Q,PL51	3106.85 	3049.20 	3032.33 	3026.01 	2651.35 	3003.05 	2496.50 	2233.37 	2051.21 	1695.90 	1703.79 	1880.02 	1913.62 	1550.82 
MIO_EUR,O-Q,PL52	1017.75 	997.44 	987.72 	981.05 	858.91 	988.01 	815.60 	730.77 	664.68 	561.99 	564.14 	620.37 	625.80 	513.95 
MIO_EUR,O-Q,PL6	5869.68 	5777.95 	5684.85 	5629.46 	4943.85 	5598.36 	4652.59 	4165.92 	3827.99 	3187.68 	3163.01 	3431.33 	3449.52 	2824.21 
MIO_EUR,O-Q,PL61	2034.07 	2005.40 	1965.98 	1950.08 	1719.20 	1950.97 	1623.28 	1454.61 	1333.33 	1128.61 	1119.42 	1219.22 	1240.98 	1009.93 
MIO_EUR,O-Q,PL62	1443.00 	1415.63 	1390.33 	1372.07 	1205.29 	1362.43 	1142.27 	1022.36 	929.65 	782.67 	778.93 	836.57 	856.46 	694.08 
MIO_EUR,O-Q,PL63	2392.61 	2356.68 	2328.30 	2307.06 	2019.36 	2284.96 	1887.04 	1688.96 	1565.00 	1276.40 	1264.66 	1375.54 	1352.09 	1120.20 
MIO_EUR,O-Q,PT	24702.07 	23122.18 	25968.38 	27821.58 	27751.36 	26389.35 	25711.65 	25463.76 	25457.79 	24100.88 	23199.16 	22239.54 	20671.78 	19342.80 
MIO_EUR,O-Q,PT1	23100.21 	21614.68 	24238.65 	25988.23 	25794.95 	24618.09 	24003.71 	23786.34 	23851.82 	22519.92 	21680.34 	20778.41 	19274.66 	18014.49 
MIO_EUR,O-Q,PT11	6590.86 	6239.53 	6903.97 	7392.71 	7559.31 	7241.75 	7093.60 	7043.37 	7055.36 	6683.94 	6447.61 	6227.61 	5762.65 	5366.21 
MIO_EUR,O-Q,PT15	972.11 	920.84 	1002.82 	1075.44 	1150.04 	1084.25 	1057.34 	1047.93 	1044.40 	998.48 	949.87 	906.65 	852.96 	784.68 
MIO_EUR,O-Q,PT16	4791.17 	4493.30 	5011.87 	5388.30 	5544.40 	5386.84 	5269.30 	5199.98 	5202.41 	4909.53 	4652.39 	4401.88 	4252.54 	3907.06 
MIO_EUR,O-Q,PT17	9034.86 	8334.29 	9499.14 	10179.84 	9438.37 	8876.01 	8625.95 	8556.87 	8611.49 	8099.72 	7886.30 	7590.33 	6855.57 	6509.57 
MIO_EUR,O-Q,PT18	1711.22 	1626.73 	1820.85 	1951.94 	2102.83 	2029.24 	1957.53 	1938.19 	1938.17 	1828.26 	1744.17 	1651.94 	1550.94 	1446.96 
MIO_EUR,O-Q,PT2	772.41 	717.82 	807.79 	841.65 	879.51 	822.87 	799.48 	768.25 	739.54 	709.27 	679.11 	660.61 	610.04 	552.81 
MIO_EUR,O-Q,PT20	772.41 	717.82 	807.79 	841.65 	879.51 	822.87 	799.48 	768.25 	739.54 	709.27 	679.11 	660.61 	610.04 	552.81 
MIO_EUR,O-Q,PT3	752.38 	707.43 	804.27 	856.20 	938.13 	900.02 	853.32 	839.01 	781.53 	765.23 	711.28 	640.29 	584.56 	525.96 
MIO_EUR,O-Q,PT30	752.38 	707.43 	804.27 	856.20 	938.13 	900.02 	853.32 	839.01 	781.53 	765.23 	711.28 	640.29 	584.56 	525.96 
MIO_EUR,O-Q,PTZ	77.07 	82.25 	117.67 	135.50 	138.76 	48.37 	55.14 	70.16 	84.90 	106.47 	128.44 	160.23 	202.52 	249.54 
MIO_EUR,O-Q,PTZZ	77.07 	82.25 	117.67 	135.50 	138.76 	48.37 	55.14 	70.16 	84.90 	106.47 	128.44 	160.23 	202.52 	249.54 
MIO_EUR,O-Q,RO	10377.12 	9504.54 	9452.12 	10771.07 	11905.71 	12958.24 	8424.94 	8460.77 	6543.90 	4597.73 	4059.47 	3339.88 	2996.92 	3164.29 
MIO_EUR,O-Q,RO1	2397.47 	2206.58 	2188.11 	2494.63 	2726.93 	2914.63 	1951.43 	1972.18 	1545.22 	1079.12 	959.84 	798.31 	709.97 	746.16 
MIO_EUR,O-Q,RO11	1287.10 	1169.62 	1160.69 	1302.17 	1423.12 	1529.35 	1042.54 	1040.84 	814.55 	571.37 	506.88 	419.03 	375.21 	390.77 
MIO_EUR,O-Q,RO12	1110.36 	1036.96 	1027.41 	1192.46 	1303.80 	1385.27 	908.88 	931.33 	730.67 	507.75 	452.96 	379.28 	334.76 	355.39 
MIO_EUR,O-Q,RO2	2589.45 	2366.36 	2372.65 	2758.46 	3089.55 	3377.42 	2163.70 	2168.78 	1675.00 	1169.12 	1026.66 	873.84 	760.96 	794.55 
MIO_EUR,O-Q,RO21	1479.95 	1341.51 	1348.12 	1574.24 	1772.52 	1932.98 	1229.54 	1228.35 	957.99 	665.19 	586.54 	501.09 	431.78 	442.88 
MIO_EUR,O-Q,RO22	1109.50 	1024.85 	1024.53 	1184.23 	1317.04 	1444.44 	934.16 	940.44 	717.00 	503.92 	440.12 	372.75 	329.18 	351.67 
MIO_EUR,O-Q,RO3	3436.43 	3133.63 	3111.63 	3527.40 	3797.83 	4205.83 	2661.50 	2716.01 	2083.71 	1427.72 	1270.03 	1007.68 	933.24 	999.25 
MIO_EUR,O-Q,RO31	1167.14 	1080.30 	1084.76 	1266.25 	1392.91 	1478.93 	981.98 	989.39 	773.92 	550.51 	501.69 	410.04 	367.64 	384.45 
MIO_EUR,O-Q,RO32	2269.29 	2053.33 	2026.87 	2261.15 	2404.92 	2726.90 	1679.52 	1726.62 	1309.78 	877.22 	768.34 	597.63 	565.61 	614.80 
MIO_EUR,O-Q,RO4	1879.47 	1739.15 	1715.08 	1929.42 	2230.64 	2392.77 	1589.48 	1590.70 	1223.89 	909.92 	792.23 	650.85 	582.37 	613.54 
MIO_EUR,O-Q,RO41	984.36 	905.68 	892.74 	1035.66 	1162.86 	1225.25 	824.60 	826.99 	632.52 	462.68 	414.88 	341.19 	306.84 	323.06 
MIO_EUR,O-Q,RO42	895.11 	833.47 	822.34 	893.76 	1067.78 	1167.52 	764.88 	763.71 	591.37 	447.25 	377.35 	309.66 	275.53 	290.48 
MIO_EUR,O-Q,ROZ	74.29 	58.82 	64.66 	61.16 	60.76 	67.59 	58.83 	13.10 	16.07 	11.85 	10.71 	9.21 	10.38 	10.79 
MIO_EUR,O-Q,ROZZ	74.29 	58.82 	64.66 	61.16 	60.76 	67.59 	58.83 	13.10 	16.07 	11.85 	10.71 	9.21 	10.38 	10.79 
MIO_EUR,O-Q,SE	61453.16 	58879.15 	54234.42 	49414.09 	43009.86 	46442.82 	46503.61 	44129.50 	42355.48 	41405.59 	40212.29 	37507.40 	34955.11 	36305.59 
MIO_EUR,O-Q,SE1	24607.18 	23534.66 	21609.67 	19108.45 	16625.99 	17791.62 	17801.86 	16939.51 	16380.28 	15891.96 	15579.89 	14553.06 	13647.72 	14160.23 
MIO_EUR,O-Q,SE11	14372.77 	13756.74 	11935.59 	10930.24 	9553.63 	10183.15 	10063.78 	9591.55 	9300.17 	8937.12 	8832.45 	8235.15 	7812.67 	8191.52 
MIO_EUR,O-Q,SE12	10234.41 	9777.92 	9674.08 	8178.21 	7072.35 	7608.47 	7738.08 	7347.96 	7080.11 	6954.83 	6747.44 	6317.91 	5835.05 	5968.72 
MIO_EUR,O-Q,SE2	25379.30 	24296.94 	22217.32 	20697.89 	17922.89 	19371.72 	19276.55 	18349.22 	17492.51 	17182.03 	16560.79 	15443.01 	14282.50 	14766.61 
MIO_EUR,O-Q,SE21	5122.81 	4955.37 	4685.82 	4302.58 	3673.29 	3962.48 	4000.50 	3836.45 	3689.97 	3627.13 	3476.91 	3245.90 	2991.11 	3078.20 
MIO_EUR,O-Q,SE22	8451.14 	8059.42 	7315.44 	6770.99 	5921.88 	6419.94 	6404.58 	6120.12 	5858.74 	5727.67 	5505.03 	5150.25 	4795.30 	4999.41 
MIO_EUR,O-Q,SE23	11805.35 	11282.15 	10216.06 	9624.32 	8327.73 	8989.31 	8871.47 	8392.66 	7943.81 	7827.23 	7578.86 	7046.86 	6496.09 	6689.01 
MIO_EUR,O-Q,SE3	11402.65 	10986.20 	10337.55 	9545.57 	8409.85 	9229.87 	9374.28 	8790.74 	8434.10 	8284.14 	8024.27 	7472.68 	6986.09 	7336.36 
MIO_EUR,O-Q,SE31	5125.59 	4959.50 	4731.78 	4305.10 	3727.81 	4071.37 	4101.47 	3925.27 	3782.08 	3707.35 	3576.97 	3334.97 	3096.35 	3309.34 
MIO_EUR,O-Q,SE32	2500.95 	2405.07 	2264.06 	2106.89 	1835.00 	2022.94 	2076.41 	1960.36 	1885.98 	1833.89 	1788.76 	1667.38 	1526.40 	1631.10 
MIO_EUR,O-Q,SE33	3776.11 	3621.63 	3341.71 	3133.59 	2847.04 	3135.56 	3196.40 	2905.10 	2766.05 	2742.90 	2658.53 	2470.34 	2363.35 	2395.92 
MIO_EUR,O-Q,SEZ	64.04 	61.35 	69.88 	62.18 	51.13 	49.61 	50.92 	50.03 	48.59 	47.46 	47.35 	38.64 	38.79 	42.39 
MIO_EUR,O-Q,SEZZ	64.04 	61.35 	69.88 	62.18 	51.13 	49.61 	50.92 	50.03 	48.59 	47.46 	47.35 	38.64 	38.79 	42.39 
MIO_EUR,O-Q,SI	4355.35 	4546.31 	4665.96 	4641.17 	4536.08 	4219.27 	3784.98 	3600.19 	3420.58 	3259.75 	3094.81 	2914.71 	2753.35 	2485.52 
MIO_EUR,O-Q,SI0	4355.35 	4546.31 	4665.96 	4641.17 	4536.08 	4219.27 	3784.98 	3600.19 	3420.58 	3259.75 	3094.81 	2914.71 	2753.35 	2485.52 
MIO_EUR,O-Q,SI03	1814.63 	1894.34 	1957.93 	1946.30 	1912.30 	1777.88 	1591.43 	1514.60 	1436.03 	1367.20 	1303.77 	1244.82 	1179.32 	1066.49 
MIO_EUR,O-Q,SI04	2540.73 	2651.97 	2708.03 	2694.87 	2623.78 	2441.39 	2193.55 	2085.59 	1984.56 	1892.56 	1791.04 	1669.89 	1574.03 	1419.03 
MIO_EUR,O-Q,SK	6674.93 	6347.48 	6165.88 	6230.43 	5906.06 	5219.74 	4254.46 	3696.90 	3236.63 	2799.79 	2666.11 	2371.91 	2084.33 	1991.86 
MIO_EUR,O-Q,SK0	6674.93 	6347.48 	6165.88 	6230.43 	5906.06 	5219.74 	4254.46 	3696.90 	3236.63 	2799.79 	2666.11 	2371.91 	2084.33 	1991.86 
MIO_EUR,O-Q,SK01	1562.24 	1624.47 	1528.46 	1572.33 	1456.91 	1301.31 	1056.63 	934.12 	757.78 	648.03 	594.94 	523.11 	472.57 	444.57 
MIO_EUR,O-Q,SK02	1757.33 	1686.00 	1631.95 	1645.06 	1581.20 	1391.94 	1145.73 	1000.83 	915.71 	772.37 	751.85 	664.40 	583.95 	558.01 
MIO_EUR,O-Q,SK03	1626.45 	1372.00 	1419.94 	1418.78 	1371.35 	1199.86 	979.98 	838.32 	738.81 	646.76 	624.60 	561.96 	484.04 	465.04 
MIO_EUR,O-Q,SK04	1728.91 	1665.02 	1585.54 	1594.25 	1496.60 	1326.62 	1072.13 	923.63 	824.33 	732.64 	694.72 	622.44 	543.78 	524.24 
